日期,股东名称,股东性质,股份类型,持股数(股),占总流通股本持股比例,增减(股),变动比例,code
2017-09-30,华润深国投信托有限公司-和阳常青集合资金信托计划,信托计划,A股,17900004,3.38%,不变,--,000056
2017-09-30,中铁宝盈资产-广发银行-中铁宝盈-广泰进取1号资产管理计划,基金资产管理计划,A股,17398704,3.29%,不变,--,000056
2017-09-30,中铁宝盈资产-浦发银行-中铁宝盈-宝鑫77号特定客户资产管理计划,基金资产管理计划,A股,14346958,2.71%,不变,--,000056
2017-09-30,全国社保基金一零四组合,全国社保基金,A股,12588843,2.38%,新进,--,000056
2017-09-30,广发基金-广州农商银行-深圳市融通资本管理股份有限公司,基金资产管理计划,A股,2090400,0.27%,新进,--,000058
2017-09-30,中国对外经济贸易信托有限公司-外贸信托·昀沣5号证券投资集合资金信托计划,信托计划,A股,9432203,0.67%,-1227800,-11.52%,000059
2017-09-30,太平人寿保险有限公司-传统-普通保险产品-022L-CT001深,保险产品,A股,7973701,0.57%,新进,--,000059
2017-09-30,中国对外经济贸易信托有限公司-外贸信托·昀沣6号证券投资集合资金信托计划,信托计划,A股,5651365,0.40%,-348699,-5.81%,000059
2017-09-30,全国社保基金一零八组合,全国社保基金,A股,56983492,2.58%,不变,--,000060
2017-09-30,全国社保基金一零三组合,全国社保基金,A股,20000198,0.90%,-2000000,-9.09%,000060
2017-09-30,全国社保基金四一二组合,全国社保基金,A股,13071400,0.59%,新进,--,000060
2017-09-30,富德生命人寿保险股份有限公司-万能H,保险产品,A股,221160311,13.08%,不变,--,000061
2017-09-30,富德生命人寿保险股份有限公司-万能G,保险产品,A股,71833110,4.25%,不变,--,000061
2017-09-30,中铁信托有限责任公司-中铁信托·银天使一期结构化证券投资集合资金信托计划,信托计划,A股,15282107,0.90%,不变,--,000061
2017-09-30,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,证券投资基金,A股,914131,0.14%,-67800,-6.90%,000062
2017-09-30,全国社保基金一零四组合,全国社保基金,A股,46188841,1.10%,新进,--,000063
2017-09-30,全国社保基金四零一组合,全国社保基金,A股,25000076,0.60%,-999981,-3.85%,000063
2017-09-30,全国社保基金一一一组合,全国社保基金,A股,23716835,0.57%,新进,--,000063
2017-09-30,全国社保基金一一七组合,全国社保基金,A股,19745938,0.47%,新进,--,000063
2017-09-30,南方基金-建设银行-中国人寿-中国人寿委托南方基金混合型组合,基金资产管理计划,A股,7000350,1.75%,不变,--,000065
2017-09-30,中国农业银行股份有限公司-浙商聚潮产业成长混合型证券投资基金,证券投资基金,A股,5157743,1.29%,1527028,42.06%,000065
2017-09-30,中国农业银行股份有限公司-宝盈转型动力灵活配置混合型证券投资基金,证券投资基金,A股,3000000,0.75%,-1199540,-28.56%,000065
2017-09-30,中国建设银行股份有限公司-宝盈资源优选混合型证券投资基金,证券投资基金,A股,1999903,0.50%,新进,--,000065
2017-09-30,中国农业银行股份有限公司-景顺长城资源垄断混合型证券投资基金(LOF),证券投资基金,A股,1663050,0.42%,-1326357,-44.37%,000065
2017-09-30,中国银行股份有限公司-景顺长城优选混合型证券投资基金,证券投资基金,A股,1366660,0.34%,-752522,-35.51%,000065
2017-09-30,中国农业银行股份有限公司-新华策略精选股票型证券投资基金,证券投资基金,A股,1299855,0.32%,新进,--,000065
2017-09-30,民生通惠资产-民生银行-民生通惠新汇二号资产管理产品,基金资产管理计划,A股,19042681,0.76%,不变,--,000066
2017-09-30,东方基金-民生银行-民生加银资产管理有限公司,基金资产管理计划,A股,17034571,0.68%,不变,--,000066
2017-09-30,全国社保基金四一二组合,全国社保基金,A股,12360831,0.50%,1581800,14.67%,000066
2017-09-30,长城人寿保险股份有限公司-万能-个险万能,保险产品,A股,8554930,0.34%,新进,--,000066
2017-09-30,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,证券投资基金,A股,7585152,0.30%,新进,--,000066
2017-09-30,全国社保基金一零四组合,全国社保基金,A股,138899841,2.27%,不变,--,000069
2017-09-30,全国社保基金一零三组合,全国社保基金,A股,79999519,1.31%,13999964,21.21%,000069
2017-09-30,全国社保基金四零三组合,全国社保基金,A股,75608581,1.23%,13000000,20.76%,000069
2017-09-30,全国社保基金一零一组合,全国社保基金,A股,64736071,1.06%,-5000000,-7.17%,000069
2017-09-30,中国银行股份有限公司-华夏新经济灵活配置混合型发起式证券投资基金,证券投资基金,A股,63597765,1.04%,-7246200,-10.23%,000069
2017-09-30,全国社保基金一一零组合,全国社保基金,A股,44765566,0.73%,不变,--,000069
2017-09-30,前海人寿保险股份有限公司-海利年年,保险产品,A股,39945404,0.65%,-66566126,-62.50%,000069
2017-09-30,百年人寿保险股份有限公司-百年人寿-传统保险产品,保险产品,A股,3424744,0.63%,400000,13.22%,000070
2017-09-30,中国银行股份有限公司-工银瑞信医疗保健行业股票型证券投资基金,证券投资基金,A股,30000080,1.62%,10000080,50.00%,000078
2017-09-30,中国农业银行股份有限公司-浙商聚潮产业成长混合型证券投资基金,证券投资基金,A股,23752010,1.28%,-10353518,-30.36%,000078
2017-09-30,泰康资产-交通银行-泰康资产管理有限责任公司优势精选资产管理产品,保险产品,A股,10225511,0.55%,1133350,12.47%,000078
2017-09-30,泰康人寿保险有限责任公司-传统-普通保险产品-019L-CT001深,保险产品,A股,9120816,0.49%,523595,6.09%,000078
2017-09-30,中国民生银行股份有限公司-浙商聚潮新思维混合型证券投资基金,证券投资基金,A股,8583087,0.46%,-9235744,-51.83%,000078
2017-09-30,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,证券投资基金,A股,6816775,0.37%,-358400,-5.00%,000078
2017-09-30,陕西省国际信托股份有限公司-陕国投·聚宝盆21号证券投资集合资金信托计划,信托计划,A股,6721729,0.36%,新进,--,000078
2017-09-30,嘉实基金-农业银行-嘉实中证金融资产管理计划,基金资产管理计划,A股,18589300,0.96%,不变,--,000088
2017-09-30,银华基金-农业银行-银华中证金融资产管理计划,基金资产管理计划,A股,18423700,0.95%,新进,--,000088
2017-09-30,博时基金-农业银行-博时中证金融资产管理计划,基金资产管理计划,A股,18415200,0.95%,-174100,-0.94%,000088
2017-09-30,南方基金-农业银行-南方中证金融资产管理计划,基金资产管理计划,A股,18348300,0.94%,-241000,-1.30%,000088
2017-09-30,易方达基金-农业银行-易方达中证金融资产管理计划,基金资产管理计划,A股,18330600,0.94%,新进,--,000088
2017-09-30,大成基金-农业银行-大成中证金融资产管理计划,基金资产管理计划,A股,18309300,0.94%,-280000,-1.51%,000088
2017-09-30,中欧基金-农业银行-中欧中证金融资产管理计划,基金资产管理计划,A股,18179100,0.94%,-410200,-2.21%,000088
2017-09-30,广发基金-农业银行-广发中证金融资产管理计划,基金资产管理计划,A股,18092100,0.93%,-497200,-2.67%,000088
2017-09-30,中国银行股份有限公司-易方达中小盘混合型证券投资基金,证券投资基金,A股,23000000,1.12%,-4000052,-14.81%,000089
2017-09-30,中国建设银行股份有限公司-易方达新丝路灵活配置混合型证券投资基金,证券投资基金,A股,22600000,1.10%,-7400000,-24.67%,000089
2017-09-30,交通银行股份有限公司-易方达科汇灵活配置混合型证券投资基金,证券投资基金,A股,13152060,0.64%,-12832087,-49.38%,000089
2017-09-30,中国银行股份有限公司-华夏新经济灵活配置混合型发起式证券投资基金,证券投资基金,A股,9399187,1.22%,不变,--,000090
2017-09-30,中国工商银行股份有限公司-嘉实新机遇灵活配置混合型发起式证券投资基金,证券投资基金,A股,5564873,0.72%,不变,--,000090
2017-09-30,云南国际信托有限公司-聚利49号单一资金信托,信托计划,A股,12327247,2.41%,-1686900,-12.04%,000096
2017-09-30,华信信托股份有限公司-华信信托·工信37号集合资金信托计划,信托计划,A股,9838331,1.93%,新进,--,000096
2017-09-30,云南国际信托有限公司-云信-瑞阳2016-14号集合资金信托计划,信托计划,A股,8930288,1.75%,436914,5.14%,000096
2017-09-30,云南国际信托有限公司-聚利48号单一资金信托,信托计划,A股,6447086,1.26%,不变,--,000096
2017-09-30,齐鲁证券资管-工商银行-齐鲁碧辰10号集合资产管理计划,集合理财计划,A股,8114014,1.34%,不变,--,000099
2017-09-30,招商证券股份有限公司-前海开源中航军工指数分级证券投资基金,证券投资基金,A股,7046922,1.16%,不变,--,000099
2017-09-30,中国工商银行股份有限公司-嘉实新机遇灵活配置混合型发起式证券投资基金,证券投资基金,A股,4305800,0.71%,不变,--,000099
2017-09-30,中国银行股份有限公司-招商丰庆灵活配置混合型发起式证券投资基金,证券投资基金,A股,92411008,1.03%,不变,--,000100
2017-09-30,工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划,基金资产管理计划,A股,74761500,0.83%,不变,--,000100
2017-09-30,南方基金-农业银行-南方中证金融资产管理计划,基金资产管理计划,A股,74761500,0.83%,不变,--,000100
2017-09-30,中欧基金-农业银行-中欧中证金融资产管理计划,基金资产管理计划,A股,74761500,0.83%,不变,--,000100
2017-09-30,广发证券资管-浦发银行-广发原驰·宜华健康1号集合资产管理计划,集合理财计划,A股,10616657,3.00%,不变,--,000150
2017-09-30,长安国际信托股份有限公司-长安信托-长安投资904号(浙银资本)证券投资集合资金信托计划,信托计划,A股,8872105,2.51%,新进,--,000150
2017-09-30,华信信托股份有限公司-华信信托·工信28号集合资金信托计划,信托计划,A股,6555694,1.85%,新进,--,000150
2017-09-30,华润深国投信托有限公司-润之信13期集合资金信托计划,信托计划,A股,5475837,1.55%,不变,--,000150
2017-09-30,华信信托股份有限公司-华信信托·工信29号集合资金信托计划,信托计划,A股,4092271,1.16%,新进,--,000150
2017-09-30,中国建设银行股份有限公司-泰达宏利逆向策略混合型证券投资基金,证券投资基金,A股,734772,0.28%,新进,--,000151
2017-09-30,中国人民财产保险股份有限公司-传统-普通保险产品,保险产品,A股,5030529,0.51%,新进,--,000156
2017-09-30,云南国际信托有限公司-云信永盈7号证券投资集合资金信托计划,信托计划,A股,4705830,0.46%,1325830,39.23%,000158
2017-09-30,华夏人寿保险股份有限公司-万能保险产品,保险产品,A股,94636133,1.28%,不变,--,000166
2017-09-30,中国建设银行股份有限公司-博时中证淘金大数据100指数型证券投资基金,证券投资基金,A股,3209300,0.26%,不变,--,000301
2017-09-30,工银瑞信基金-工商银行-特定客户资产管理,基金资产管理计划,A股,40667530,0.65%,16217715,66.33%,000338
2017-09-30,交通银行股份有限公司-汇丰晋信大盘股票型证券投资基金,证券投资基金,A股,33424784,0.53%,新进,--,000338
2017-09-30,工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划,基金资产管理计划,A股,33316400,0.53%,新进,--,000338
2017-09-30,全国社保基金一一零组合,全国社保基金,A股,17193554,1.71%,-3784400,-18.04%,000400
2017-09-30,全国社保基金一零三组合,全国社保基金,A股,12999595,1.29%,-2000005,-13.33%,000400
2017-09-30,中国银行股份有限公司-华夏新经济灵活配置混合型发起式证券投资基金,证券投资基金,A股,10064360,1.00%,-80100,-0.79%,000400
2017-09-30,中国银行股份有限公司-长盛转型升级主题灵活配置混合型证券投资基金,证券投资基金,A股,8500804,0.84%,新进,--,000400
2017-09-30,中国人寿保险股份有限公司-分红-个人分红-005L-FH002深,保险产品,A股,6499959,0.64%,新进,--,000400
2017-09-30,南方基金-农业银行-南方中证金融资产管理计划,基金资产管理计划,A股,6427500,0.64%,新进,--,000400
2017-09-30,新华人寿保险股份有限公司-分红-个人分红-018L-FH002深,保险产品,A股,11033631,0.82%,5826910,111.91%,000401
2017-09-30,全国社保基金一零二组合,全国社保基金,A股,10045500,0.75%,新进,--,000401
2017-09-30,海通资管-民生-海通海汇系列-星石1号集合资产管理计划,集合理财计划,A股,7295000,0.54%,-1438500,-16.47%,000401
2017-09-30,中国人寿保险股份有限公司-传统-普通保险产品-005L-CT001深,保险产品,A股,6289714,0.47%,新进,--,000401
2017-09-30,中国对外经济贸易信托有限公司-新股C1,信托计划,A股,4819700,0.36%,-1008900,-17.31%,000401
2017-09-30,和谐健康保险股份有限公司-万能产品,保险产品,A股,474524890,15.88%,不变,--,000402
2017-09-30,安邦人寿保险股份有限公司-积极型投资组合,保险产品,A股,421555101,14.11%,不变,--,000402
2017-09-30,全国社保基金四一四组合,全国社保基金,A股,17999356,0.60%,-999998,-5.26%,000402
2017-09-30,新华人寿保险股份有限公司-分红-个人分红-018L-FH002深,保险产品,A股,14802705,0.50%,1516885,11.42%,000402
2017-09-30,中国建设银行股份有限公司-华夏医疗健康混合型发起式证券投资基金,证券投资基金,A股,9440000,4.69%,-1354798,-12.55%,000403
2017-09-30,兴业银行股份有限公司-兴全全球视野股票型证券投资基金,证券投资基金,A股,3788817,1.88%,不变,--,000403
2017-09-30,中国光大银行股份有限公司-兴全商业模式优选混合型证券投资基金(LOF),证券投资基金,A股,3778832,1.88%,不变,--,000403
2017-09-30,招商银行股份有限公司-兴全轻资产投资混合型证券投资基金(LOF),证券投资基金,A股,3186116,1.58%,721900,29.30%,000403
2017-09-30,中国银行股份有限公司-工银瑞信医疗保健行业股票型证券投资基金,证券投资基金,A股,3000022,1.49%,不变,--,000403
2017-09-30,招商银行股份有限公司-兴全合润分级混合型证券投资基金,证券投资基金,A股,2421827,1.20%,新进,--,000403
2017-09-30,中国工商银行股份有限公司-南方稳健成长证券投资基金,证券投资基金,A股,6656769,0.96%,-200000,-2.92%,000404
2017-09-30,中国工商银行-南方稳健成长贰号证券投资基金,证券投资基金,A股,5972947,0.86%,-180000,-2.93%,000404
