日期,股东名称,股东性质,股份类型,持股数(股),占总流通股本持股比例,增减(股),变动比例,code
2017-03-31,郑淑贤,个人,A股,3859200,0.29%,新进,--,000006
2016-12-31,聂智,个人,A股,7103476,0.53%,9700,0.14%,000006
2016-12-31,江安东,个人,A股,6550000,0.49%,-491700,-6.98%,000006
2016-12-31,张德锋,个人,A股,5567000,0.41%,新进,--,000006
2016-12-31,廖晔,个人,A股,3934500,0.29%,新进,--,000006
2016-12-31,刘瑶,个人,A股,3657759,0.27%,新进,--,000006
2016-09-30,陈丽芬,个人,A股,8980000,0.67%,-1010000,-10.11%,000006
2016-09-30,聂智,个人,A股,7093776,0.53%,不变,--,000006
2016-09-30,江安东,个人,A股,7041700,0.52%,不变,--,000006
2017-09-30,陈卓婷,个人,A股,13493872,4.37%,不变,--,000007
2017-09-30,王昕,个人,A股,6298001,2.04%,新进,--,000007
2017-09-30,陆炜,个人,A股,3271950,1.06%,不变,--,000007
2017-06-30,陈卓婷,个人,A股,13493872,4.37%,4497957,50.00%,000007
2017-06-30,陆炜,个人,A股,3271950,1.06%,1090650,50.00%,000007
2017-06-30,阳德惠,个人,A股,3004650,0.97%,1001550,50.00%,000007
2017-06-30,张洁,个人,A股,2967090,0.96%,989030,50.00%,000007
2017-03-31,陈卓婷,个人,A股,8995915,4.37%,不变,--,000007
2017-03-31,陆炜,个人,A股,2181300,1.06%,不变,--,000007
2017-03-31,阳德惠,个人,A股,2003100,0.97%,不变,--,000007
2017-03-31,张洁,个人,A股,1978060,0.96%,不变,--,000007
2016-12-31,陈卓婷,个人,A股,8995915,4.37%,不变,--,000007
2016-12-31,陆炜,个人,A股,2181300,1.06%,新进,--,000007
2016-12-31,阳德惠,个人,A股,2003100,0.97%,新进,--,000007
2016-12-31,张洁,个人,A股,1978060,0.96%,新进,--,000007
2016-09-30,陈卓婷,个人,A股,8995915,4.37%,1908200,26.92%,000007
2016-09-30,曾志强,个人,A股,1486150,0.72%,新进,--,000007
2016-09-30,欣平,个人,A股,1475601,0.72%,5600,0.38%,000007
2017-09-30,李颀,个人,A股,36162700,1.82%,-20000,-0.06%,000008
2017-06-30,文冰雪,个人,A股,54257138,2.71%,不变,--,000008
2017-06-30,李颀,个人,A股,36182700,1.81%,不变,--,000008
2017-03-31,文冰雪,个人,A股,54257138,2.70%,不变,--,000008
2017-03-31,李颀,个人,A股,36182700,1.80%,不变,--,000008
2016-12-31,文冰雪,个人,A股,54257138,3.63%,-80742862,-59.81%,000008
2016-12-31,李颀,个人,A股,36182700,2.42%,不变,--,000008
2016-12-31,池小军,个人,A股,28275984,1.89%,不变,--,000008
2016-12-31,王志全,个人,A股,19644935,1.31%,新进,--,000008
2016-09-30,文炳荣,个人,A股,313260360,20.95%,不变,--,000008
2016-09-30,文冰雪,个人,A股,135000000,9.03%,不变,--,000008
2016-09-30,文宝财,个人,A股,135000000,9.03%,不变,--,000008
2016-09-30,李颀,个人,A股,36182700,2.42%,不变,--,000008
2016-09-30,池小军,个人,A股,28275984,1.89%,不变,--,000008
2017-09-30,欧阳学荣,个人,A股,14907933,0.70%,不变,--,000009
2017-09-30,吴海涛,个人,A股,12783229,0.60%,-15000,-0.12%,000009
2017-09-30,聂仁和,个人,A股,10223728,0.48%,不变,--,000009
2017-09-30,曾静,个人,A股,8518819,0.40%,不变,--,000009
2017-09-30,朱棣铭,个人,A股,6000000,0.28%,不变,--,000009
2017-06-30,欧阳学荣,个人,A股,14907933,0.70%,不变,--,000009
2017-06-30,吴海涛,个人,A股,12798229,0.60%,20000,0.16%,000009
2017-06-30,聂仁和,个人,A股,10223728,0.48%,不变,--,000009
2017-06-30,曾静,个人,A股,8518819,0.40%,不变,--,000009
2017-06-30,朱棣铭,个人,A股,6000000,0.28%,-179483,-2.90%,000009
2017-03-31,欧阳学荣,个人,A股,14907933,0.70%,不变,--,000009
2017-03-31,吴海涛,个人,A股,12778229,0.60%,不变,--,000009
2017-03-31,聂仁和,个人,A股,10223728,0.48%,4000000,64.27%,000009
2017-03-31,张丽华,个人,A股,9260035,0.44%,不变,--,000009
2017-03-31,曾静,个人,A股,8518819,0.40%,不变,--,000009
2017-03-31,朱棣铭,个人,A股,6179483,0.29%,不变,--,000009
2016-12-31,欧阳学荣,个人,A股,14907933,0.70%,不变,--,000009
2016-12-31,吴海涛,个人,A股,12778229,0.60%,不变,--,000009
2016-12-31,张丽华,个人,A股,9260035,0.44%,新进,--,000009
2016-12-31,曾静,个人,A股,8518819,0.40%,不变,--,000009
2016-12-31,聂仁和,个人,A股,6223728,0.29%,新进,--,000009
2016-12-31,朱棣铭,个人,A股,6179483,0.29%,不变,--,000009
2016-09-30,欧阳学荣,个人,A股,14907933,0.70%,新进,--,000009
2016-09-30,吴海涛,个人,A股,12778229,0.60%,3312874,35.00%,000009
2016-09-30,王卫列,个人,A股,11000000,0.52%,-1500000,-12.00%,000009
2016-09-30,曾静,个人,A股,8518819,0.40%,2208583,35.00%,000009
2016-09-30,李立春,个人,A股,8029307,0.38%,新进,--,000009
2016-09-30,朱棣铭,个人,A股,6179483,0.29%,1602088,35.00%,000009
2016-09-30,陈小定,个人,A股,5951475,0.28%,1542975,35.00%,000009
2017-09-30,罗学军,个人,A股,4855047,0.93%,不变,--,000010
2017-06-30,罗学军,个人,A股,4855047,0.93%,新进,--,000010
2017-06-30,龙卫洋,个人,A股,2288400,0.44%,-13600,-0.59%,000010
2017-03-31,龙卫洋,个人,A股,2302000,0.44%,新进,--,000010
2016-12-31,左建强,个人,A股,2905785,0.71%,新进,--,000010
2016-12-31,周腾,个人,A股,2400000,0.59%,-270000,-10.11%,000010
2016-12-31,黄贤清,个人,A股,2146560,0.53%,不变,--,000010
2016-12-31,陈军耀,个人,A股,1845406,0.45%,新进,--,000010
2016-09-30,谢美珍,个人,A股,3159400,0.77%,新进,--,000010
2016-09-30,周腾,个人,A股,2670000,0.65%,新进,--,000010
2016-09-30,黄贤清,个人,A股,2146560,0.53%,不变,--,000010
2017-09-30,杜歆晔,个人,A股,3880800,1.59%,不变,--,000011
2017-09-30,周群,个人,A股,3115450,1.28%,不变,--,000011
2017-09-30,杜允丰,个人,A股,2323000,0.95%,不变,--,000011
2017-09-30,杨耀初,个人,B股,1410620,0.58%,90000,6.81%,000011
2017-09-30,麦富容,个人,B股,1330500,0.55%,-54300,-3.92%,000011
2017-09-30,高远雄,个人,A股,1140401,0.47%,新进,--,000011
2017-09-30,陈丽英,个人,B股,1102051,0.45%,不变,--,000011
2017-09-30,李京,个人,B股,962440,0.40%,不变,--,000011
2017-09-30,曹益凡,个人,B股,848000,0.35%,新进,--,000011
2017-06-30,杜歆晔,个人,A股,3880800,1.59%,不变,--,000011
2017-06-30,周群,个人,A股,3115450,1.28%,不变,--,000011
2017-06-30,杜允丰,个人,A股,2323000,0.95%,不变,--,000011
2017-06-30,麦富容,个人,B股,1384800,0.57%,不变,--,000011
2017-06-30,杨耀初,个人,B股,1320620,0.54%,不变,--,000011
2017-06-30,陈丽英,个人,B股,1102051,0.45%,26000,2.42%,000011
2017-06-30,李京,个人,B股,962440,0.40%,不变,--,000011
2017-06-30,刘嫦玲,个人,A股,910900,0.37%,-157577,-14.75%,000011
2017-03-31,杜歆晔,个人,A股,3880800,1.59%,不变,--,000011
2017-03-31,周群,个人,A股,3115450,1.28%,不变,--,000011
2017-03-31,杜允丰,个人,A股,2323000,0.95%,不变,--,000011
2017-03-31,麦富容,个人,B股,1384800,0.57%,-130000,-8.58%,000011
2017-03-31,杨耀初,个人,B股,1320620,0.54%,不变,--,000011
2017-03-31,陈丽英,个人,B股,1076051,0.44%,不变,--,000011
2017-03-31,刘嫦玲,个人,A股,1068477,0.44%,新进,--,000011
2017-03-31,李京,个人,B股,962440,0.40%,不变,--,000011
2016-12-31,杜歆晔,个人,A股,3880800,1.59%,不变,--,000011
2016-12-31,周群,个人,A股,3115450,1.28%,不变,--,000011
2016-12-31,杜允丰,个人,A股,2323000,0.95%,100000,4.50%,000011
2016-12-31,麦富容,个人,B股,1514800,0.62%,200,0.01%,000011
2016-12-31,杨耀初,个人,B股,1320620,0.54%,10000,0.76%,000011
2016-12-31,陈丽英,个人,B股,1076051,0.44%,不变,--,000011
2016-12-31,李京,个人,B股,962440,0.40%,180700,23.12%,000011
2016-12-31,张捷,个人,A股,894988,0.37%,新进,--,000011
2016-09-30,杜歆晔,个人,A股,3880800,1.59%,1355000,53.65%,000011
2016-09-30,周群,个人,A股,3115450,1.28%,477300,18.09%,000011
2016-09-30,杜允丰,个人,A股,2223000,0.91%,-60800,-2.66%,000011
2016-09-30,麦富容,个人,B股,1514600,0.62%,不变,--,000011
2016-09-30,杨耀初,个人,B股,1310620,0.54%,40000,3.15%,000011
2016-09-30,陈丽英,个人,B股,1076051,0.44%,不变,--,000011
2016-09-30,李京,个人,B股,781740,0.32%,新进,--,000011
2017-09-30,陈贺香,个人,A股,2388501,1.18%,不变,--,000014
2017-09-30,张丽萍,个人,A股,1440000,0.71%,不变,--,000014
2017-09-30,钟晓玲,个人,A股,1377001,0.68%,新进,--,000014
2017-09-30,钟以隆,个人,A股,988000,0.49%,新进,--,000014
2017-06-30,陈贺香,个人,A股,2388501,1.18%,不变,--,000014
2017-06-30,张丽萍,个人,A股,1440000,0.71%,不变,--,000014
2017-06-30,陈忠民,个人,A股,787535,0.39%,新进,--,000014
2017-03-31,徐志英,个人,A股,7554572,3.75%,新进,--,000014
2017-03-31,陈贺香,个人,A股,2388501,1.18%,不变,--,000014
2017-03-31,张丽萍,个人,A股,1440000,0.71%,新进,--,000014
2017-03-31,徐智刚,个人,A股,988000,0.49%,新进,--,000014
2016-12-31,陈贺香,个人,A股,2388501,1.18%,不变,--,000014
2016-12-31,傅爱珍,个人,A股,1407500,0.70%,-62600,-4.26%,000014
2016-12-31,惠燕红,个人,A股,1238222,0.61%,新进,--,000014
2016-09-30,陈贺香,个人,A股,2388501,1.18%,不变,--,000014
2016-09-30,傅爱珍,个人,A股,1470100,0.73%,237235,19.24%,000014
2016-09-30,王小洁,个人,A股,889300,0.44%,不变,--,000014
2017-09-30,王磊,个人,A股,37406339,1.55%,新进,--,000016
2017-09-30,NAM NGAI,个人,B股,22240040,0.92%,-295200,-1.31%,000016
2017-06-30,NAM NGAI,个人,B股,22535240,0.94%,不变,--,000016
2017-03-31,NAM NGAI,个人,B股,22535240,0.94%,-684800,-2.95%,000016
2017-03-31,蒙棣良,个人,A股,15000083,0.62%,不变,--,000016
2016-12-31,NAM NGAI,个人,B股,23220040,0.96%,-65000,-0.28%,000016
2016-12-31,蒙棣良,个人,A股,15000083,0.62%,1111200,8.00%,000016
2016-09-30,NAM NGAI,个人,B股,23285040,0.97%,不变,--,000016
2016-09-30,蒙棣良,个人,A股,13888883,0.58%,36900,0.27%,000016
2017-09-30,李惠丽,个人,B股,3891124,0.71%,不变,--,000017
2017-06-30,李惠丽,个人,B股,3891124,0.71%,不变,--,000017
2017-06-30,宗彬,个人,A股,3187180,0.58%,-138000,-4.15%,000017
2017-03-31,李惠丽,个人,B股,3891124,0.71%,不变,--,000017
2017-03-31,宗彬,个人,A股,3325180,0.60%,211000,6.78%,000017
2017-03-31,徐洪波,个人,B股,3137419,0.57%,不变,--,000017
2017-03-31,曾颖,个人,B股,3000000,0.54%,不变,--,000017
2016-12-31,李惠丽,个人,B股,3891124,0.71%,不变,--,000017
2016-12-31,徐洪波,个人,B股,3137419,0.57%,不变,--,000017
2016-12-31,宗彬,个人,A股,3114180,0.56%,60380,1.98%,000017
2016-12-31,曾颖,个人,B股,3000000,0.54%,不变,--,000017
2016-09-30,李惠丽,个人,B股,3891124,0.71%,不变,--,000017
2016-09-30,徐洪波,个人,B股,3137419,0.57%,不变,--,000017
2016-09-30,宗彬,个人,A股,3053800,0.55%,-38200,-1.24%,000017
2016-09-30,曾颖,个人,B股,3000000,0.54%,新进,--,000017
2017-09-30,黄怀岸,个人,A股,10115000,0.99%,不变,--,000018
2017-09-30,蔡宇,个人,A股,9000000,0.88%,新进,--,000018
2017-06-30,黄怀岸,个人,A股,10115000,0.99%,新进,--,000018
2017-03-31,姜伟,个人,A股,9573460,0.94%,-188400,-1.93%,000018
2016-12-31,姜伟,个人,A股,9761860,0.96%,新进,--,000018
2016-09-30,曾颖,个人,B股,5166000,0.80%,-1370000,-20.96%,000018
2016-09-30,宋文光,个人,B股,4372328,0.68%,927362,26.92%,000018
2016-09-30,陈立红,个人,B股,2293280,0.36%,新进,--,000018
2016-09-30,王影,个人,B股,2147140,0.33%,新进,--,000018
2017-09-30,孙慧明,个人,B股,3403262,0.73%,不变,--,000019
2017-09-30,胡祥主,个人,A股,1910000,0.41%,150000,8.52%,000019
2017-09-30,张岳,个人,A股,1392077,0.30%,1270,0.09%,000019
2017-09-30,李倩,个人,A股,1282678,0.27%,-149700,-10.45%,000019
2017-09-30,许砚慧,个人,A股,1072500,0.23%,不变,--,000019
2017-09-30,叶秀霞,个人,A股,1000230,0.21%,不变,--,000019
2017-06-30,孙慧明,个人,B股,3403262,0.73%,139487,4.27%,000019
2017-06-30,胡祥主,个人,A股,1760000,0.38%,新进,--,000019
2017-06-30,李倩,个人,A股,1432378,0.31%,67076,4.91%,000019
2017-06-30,张岳,个人,A股,1390807,0.30%,新进,--,000019
2017-06-30,许砚慧,个人,A股,1072500,0.23%,97500,10.00%,000019
2017-06-30,叶秀霞,个人,A股,1000230,0.21%,90930,10.00%,000019
2017-03-31,孙慧明,个人,B股,3263775,0.77%,不变,--,000019
2017-03-31,刘宗辉,个人,A股,3116000,0.73%,新进,--,000019
2017-03-31,李倩,个人,A股,1365302,0.32%,13000,0.96%,000019
2017-03-31,许砚慧,个人,A股,975000,0.23%,不变,--,000019
2017-03-31,叶秀霞,个人,A股,909300,0.21%,新进,--,000019
2017-03-31,陈宪平,个人,A股,900000,0.21%,新进,--,000019
2016-12-31,孙慧明,个人,B股,3263775,0.77%,不变,--,000019
2016-12-31,姜绪陆,个人,A股,1932700,0.45%,新进,--,000019
2016-12-31,姜绪荣,个人,A股,1895109,0.45%,新进,--,000019
2016-12-31,李倩,个人,A股,1352302,0.32%,新进,--,000019
2016-12-31,韩友群,个人,A股,1220000,0.29%,新进,--,000019
2016-12-31,许砚慧,个人,A股,975000,0.23%,不变,--,000019
2016-09-30,孙慧明,个人,B股,3263775,0.77%,不变,--,000019
2016-09-30,许砚慧,个人,A股,975000,0.23%,新进,--,000019
2016-09-30,张伟峰,个人,A股,909550,0.21%,新进,--,000019
2016-09-30,孙斌,个人,A股,861400,0.20%,新进,--,000019
2016-09-30,礼明,个人,A股,830400,0.20%,新进,--,000019
2016-09-30,张继国,个人,A股,769350,0.18%,新进,--,000019
2017-09-30,徐东冬,个人,A股,1690307,0.60%,不变,--,000020
2017-09-30,周红兵,个人,A股,1221800,0.43%,不变,--,000020
2017-09-30,钟佳潮,个人,A股,1096300,0.39%,27800,2.60%,000020
2017-09-30,LI SHERYN ZHAN MING,个人,B股,1072802,0.38%,新进,--,000020
2017-06-30,徐东冬,个人,A股,1690307,0.60%,不变,--,000020
2017-06-30,周红兵,个人,A股,1221800,0.43%,新进,--,000020
2017-06-30,钟佳潮,个人,A股,1068500,0.38%,158500,17.42%,000020
2017-03-31,徐东冬,个人,A股,1690307,0.60%,不变,--,000020
2017-03-31,黄树强,个人,A股,1187166,0.42%,12600,1.07%,000020
2017-03-31,LI SHERYN ZHAN MING,个人,B股,1059702,0.37%,新进,--,000020
2017-03-31,钟佳潮,个人,A股,910000,0.32%,-334440,-26.87%,000020
2016-12-31,徐东冬,个人,A股,1690307,0.60%,不变,--,000020
2016-12-31,钟佳潮,个人,A股,1244440,0.44%,614440,97.53%,000020
2016-12-31,黄树强,个人,A股,1174566,0.41%,新进,--,000020
2016-12-31,BINGHUA LIU,个人,B股,840113,0.30%,不变,--,000020
2016-12-31,朱雄辉,个人,B股,661780,0.23%,-5400,-0.81%,000020
2016-12-31,黄庆鹏,个人,A股,656500,0.23%,新进,--,000020
2016-09-30,徐东冬,个人,A股,1690307,0.60%,不变,--,000020
2016-09-30,江良梧,个人,A股,1059800,0.37%,新进,--,000020
2016-09-30,BINGHUA LIU,个人,B股,840113,0.30%,1100,0.13%,000020
2016-09-30,杨阳,个人,A股,706052,0.25%,新进,--,000020
2016-09-30,朱雄辉,个人,B股,667180,0.24%,40066,6.39%,000020
2016-09-30,钟佳潮,个人,A股,630000,0.22%,新进,--,000020
2017-09-30,柴长茂,个人,A股,21659397,1.47%,200,0.00%,000021
2017-09-30,周蓉,个人,A股,8000000,0.54%,181642,2.32%,000021
2017-09-30,郝双刚,个人,A股,3812001,0.26%,-72900,-1.88%,000021
2017-09-30,刘健楠,个人,A股,3000000,0.20%,-300000,-9.09%,000021
2017-06-30,柴长茂,个人,A股,21659197,1.47%,9079848,72.18%,000021
2017-06-30,周蓉,个人,A股,7818358,0.53%,新进,--,000021
2017-06-30,郝双刚,个人,A股,3884901,0.26%,557301,16.75%,000021
2017-06-30,刘健楠,个人,A股,3300000,0.22%,-90000,-2.65%,000021
2017-03-31,柴长茂,个人,A股,12579349,0.86%,8019349,175.86%,000021
2017-03-31,刘健楠,个人,A股,3390000,0.23%,新进,--,000021
2017-03-31,郝双刚,个人,A股,3327600,0.23%,不变,--,000021
2016-12-31,柴长茂,个人,A股,4560000,0.31%,新进,--,000021
2016-12-31,郝双刚,个人,A股,3327600,0.23%,新进,--,000021
2017-12-31,麦淑青,个人,A股,2238347,0.35%,新进,--,000022
2017-03-31,朱武广,个人,"A股,B股",1822024,0.28%,新进,--,000022
2016-09-30,屠文斌,个人,A股,2279700,1.64%,新进,--,000023
2016-09-30,魏力军,个人,A股,1865000,1.34%,229100,14.00%,000023
2016-09-30,肖小华,个人,A股,1555738,1.12%,新进,--,000023
2017-09-30,李光鑫,个人,B股,761161,0.35%,不变,--,000025
2017-09-30,翁政文,个人,B股,574528,0.26%,-5000,-0.86%,000025
2017-09-30,何杏,个人,B股,300100,0.14%,不变,--,000025
2017-09-30,黄楚云,个人,B股,266500,0.12%,不变,--,000025
2017-09-30,曾惠明,个人,B股,250000,0.11%,-20000,-7.41%,000025
2017-09-30,徐美女,个人,A股,237400,0.11%,新进,--,000025
2017-09-30,林凤芳,个人,B股,216933,0.10%,不变,--,000025
2017-06-30,李光鑫,个人,B股,761161,0.35%,不变,--,000025
2017-06-30,翁政文,个人,B股,579528,0.26%,500,0.09%,000025
2017-06-30,何杏,个人,B股,300100,0.14%,100,0.03%,000025
2017-06-30,曾惠明,个人,B股,270000,0.12%,不变,--,000025
2017-06-30,黄楚云,个人,B股,266500,0.12%,不变,--,000025
2017-06-30,林凤芳,个人,B股,216933,0.10%,新进,--,000025
2017-06-30,刘峻,个人,B股,195100,0.09%,新进,--,000025
2017-03-31,李光鑫,个人,B股,761161,0.35%,438603,135.98%,000025
2017-03-31,翁政文,个人,B股,579028,0.26%,不变,--,000025
2017-03-31,何杏,个人,B股,300000,0.14%,不变,--,000025
2017-03-31,曾惠明,个人,B股,270000,0.12%,不变,--,000025
2017-03-31,黄楚云,个人,B股,266500,0.12%,不变,--,000025
2017-03-31,张更蜀,个人,B股,185523,0.08%,不变,--,000025
2016-12-31,翁政文,个人,B股,579028,0.26%,不变,--,000025
2016-12-31,李光鑫,个人,B股,322558,0.15%,8400,2.67%,000025
2016-12-31,何杏,个人,B股,300000,0.14%,不变,--,000025
2016-12-31,曾惠明,个人,B股,270000,0.12%,不变,--,000025
2016-12-31,黄楚云,个人,B股,266500,0.12%,新进,--,000025
2016-12-31,张更蜀,个人,B股,185523,0.08%,新进,--,000025
2016-12-31,杨秋玲,个人,B股,168300,0.08%,新进,--,000025
2016-09-30,李柏清,个人,A股,640000,0.29%,新进,--,000025
2016-09-30,翁政文,个人,B股,579028,0.26%,-17272,-2.90%,000025
2016-09-30,李光鑫,个人,B股,314158,0.14%,新进,--,000025
2016-09-30,何杏,个人,B股,300000,0.14%,新进,--,000025
2016-09-30,曾惠明,个人,B股,270000,0.12%,-100000,-27.03%,000025
2016-09-30,左松宸,个人,A股,259635,0.12%,新进,--,000025
2017-12-31,杨祖贵,个人,A股,9163469,2.09%,1909400,26.32%,000026
2017-09-30,杨祖贵,个人,A股,7254069,1.65%,1352400,22.92%,000026
2017-06-30,杨祖贵,个人,A股,5901669,1.35%,新进,--,000026
2017-06-30,徐国亮,个人,A股,2565195,0.58%,20800,0.82%,000026
2017-03-31,徐国亮,个人,A股,2544395,0.58%,494300,24.11%,000026
2017-03-31,戴文,个人,A股,2009321,0.46%,-57300,-2.77%,000026
2016-12-31,戴文,个人,A股,2066621,0.53%,57300,2.85%,000026
2016-12-31,徐国亮,个人,A股,2050095,0.52%,新进,--,000026
2016-12-31,杨祖贵,个人,A股,1528400,0.39%,新进,--,000026
2017-09-30,朱武广,个人,A股,19013825,0.48%,540000,2.92%,000027
2017-06-30,朱武广,个人,A股,18473825,0.47%,不变,--,000027
2017-03-31,朱武广,个人,A股,18473825,0.47%,11324915,158.41%,000027
2016-12-31,朱武广,个人,A股,7148910,0.18%,不变,--,000027
2016-09-30,朱武广,个人,A股,7148910,0.18%,不变,--,000027
2017-09-30,卢志高,个人,A股,3246949,0.32%,不变,--,000029
2017-09-30,谭石庆,个人,A股,1286701,0.13%,不变,--,000029
2017-09-30,杨水莲,个人,A股,1273700,0.13%,不变,--,000029
2017-09-30,杨剑雄,个人,B股,1255750,0.12%,不变,--,000029
2017-09-30,彭伟,个人,A股,1129082,0.11%,不变,--,000029
2017-09-30,吴浩源,个人,B股,1109300,0.11%,不变,--,000029
2017-06-30,卢志高,个人,A股,3246949,0.32%,不变,--,000029
2017-06-30,谭石庆,个人,A股,1286701,0.13%,不变,--,000029
2017-06-30,杨水莲,个人,A股,1273700,0.13%,不变,--,000029
2017-06-30,杨剑雄,个人,B股,1255750,0.12%,不变,--,000029
2017-06-30,彭伟,个人,A股,1129082,0.11%,不变,--,000029
2017-06-30,吴浩源,个人,B股,1109300,0.11%,不变,--,000029
2017-03-31,卢志高,个人,A股,3246949,0.32%,不变,--,000029
2017-03-31,谭石庆,个人,A股,1286701,0.13%,不变,--,000029
2017-03-31,杨水莲,个人,A股,1273700,0.13%,不变,--,000029
2017-03-31,杨剑雄,个人,B股,1255750,0.12%,不变,--,000029
2017-03-31,彭伟,个人,A股,1129082,0.11%,不变,--,000029
2017-03-31,吴浩源,个人,B股,1109300,0.11%,不变,--,000029
2016-12-31,卢志高,个人,A股,3246949,0.32%,不变,--,000029
2016-12-31,谭石庆,个人,A股,1286701,0.13%,不变,--,000029
2016-12-31,杨水莲,个人,A股,1273700,0.13%,不变,--,000029
2016-12-31,杨剑雄,个人,B股,1255750,0.12%,不变,--,000029
2016-12-31,彭伟,个人,A股,1129082,0.11%,不变,--,000029
2016-12-31,吴浩源,个人,B股,1109300,0.11%,不变,--,000029
2016-09-30,卢志高,个人,A股,3246949,0.32%,-490000,-13.11%,000029
2016-09-30,谭石庆,个人,A股,1286701,0.13%,新进,--,000029
2016-09-30,杨水莲,个人,A股,1273700,0.13%,7700,0.61%,000029
2016-09-30,杨剑雄,个人,B股,1255750,0.12%,140000,12.55%,000029
2016-09-30,彭伟,个人,A股,1129082,0.11%,新进,--,000029
2016-09-30,吴浩源,个人,B股,1109300,0.11%,新进,--,000029
2017-09-30,叶凡,个人,A股,6682188,0.52%,不变,--,000030
2017-06-30,叶凡,个人,A股,6682188,0.52%,不变,--,000030
2017-03-31,叶凡,个人,A股,6682188,0.52%,新进,--,000030
2017-09-30,洪卓斌,个人,A股,16703554,0.92%,831100,5.24%,000031
2017-09-30,张忱业,个人,A股,6605502,0.36%,不变,--,000031
2017-09-30,吕春玲,个人,A股,4622500,0.25%,不变,--,000031
2017-06-30,洪卓斌,个人,A股,15872454,0.88%,新进,--,000031
2017-06-30,张忱业,个人,A股,6605502,0.36%,-136800,-2.03%,000031
2017-06-30,吕春玲,个人,A股,4622500,0.25%,1588700,52.37%,000031
2017-03-31,张忱业,个人,A股,6742302,0.37%,45000,0.67%,000031
2017-03-31,吴泽钦,个人,A股,4680000,0.26%,不变,--,000031
2017-03-31,吕春玲,个人,A股,3033800,0.17%,新进,--,000031
2017-03-31,李刚,个人,A股,2818642,0.16%,新进,--,000031
2017-03-31,刘永洪,个人,A股,2235976,0.12%,新进,--,000031
2016-12-31,张忱业,个人,A股,6697302,0.37%,94062,1.42%,000031
2016-12-31,吴泽钦,个人,A股,4680000,0.26%,不变,--,000031
2016-12-31,蔡炳洋,个人,A股,3150687,0.17%,-580413,-15.56%,000031
