王志全,董事长,1963,男,硕士及研究生,000008
钟岩,"总经理,董事",1975,男,本科,000008
白斌,董事,1985,男,硕士及研究生,000008
许汉明,董事,1977,男,硕士及研究生,000008
易廷斌,独立董事,1957,男,本科,000008
张卫华,独立董事,1961,男,博士研究生,000008
李义明,监事会主席,1977,男,硕士及研究生,000008
江鹏程,监事,1978,男,硕士及研究生,000008
高辉,职工监事,1977,女,硕士及研究生,000008
王纯政,副总经理,1962,男,硕士及研究生,000008
王利群,副总经理,1973,女,硕士及研究生,000008
王志刚,董秘,1970,男,硕士及研究生,000008
王守俊,财务总监,1973,男,本科,000008
陈政立,"总裁,董事局主席",1960,男,硕士及研究生,000009
陈泰泉,"执行总裁,董事局副主席",1963,男,硕士及研究生,000009
陈平,"执行董事,副总裁",1962,男,博士研究生,000009
陈匡国,执行董事,1984,男,本科,000009
曾广胜,执行董事,1966,男,博士研究生,000009
梁发贤,独立董事,1961,男,本科,000009
杨璐,董事,1974,女,本科,000009
郭朝辉,独立董事,1971,男,硕士及研究生,000009
李瑶,独立董事,1977,女,本科,000009
骆文明,监事长,1964,男,大专及其他,000009
李新祥,监事,1957,男,硕士及研究生,000009
曾丽桃,职工监事,1962,女,大专及其他,000009
贺德华,"高级副总裁,财务总监",1962,男,大专及其他,000009
钟征宇,高级副总裁,1963,男,硕士及研究生,000009
娄兵,高级副总裁,1962,女,硕士及研究生,000009
张渠,副总裁,1970,男,硕士及研究生,000009
郭山清,董秘,1966,男,硕士及研究生,000009
贾明辉,董事长,1965,男,本科,000010
蒋斌,副董事长,1984,男,本科,000010
郑方,"总经理,董事",1963,男,本科,000010
王锐,"董事,常务副总经理",1957,男,EMBA,000010
李德友,"副总经理,董事",1976,男,本科,000010
丁熊秀,"副总经理,董事",1965,女,本科,000010
单军,"董事,董秘",1963,男,本科,000010
钟卫,独立董事,1978,男,本科,000010
刘伟英,独立董事,1977,女,硕士及研究生,000010
虞群娥,独立董事,1964,女,博士研究生,000010
汪洋,独立董事,1969,男,硕士及研究生,000010
徐文慰,监事会主席,1960,男,硕士及研究生,000010
卢旭军,监事,1964,男,本科,000010
翟禹,职工监事,1964,男,本科,000010
肖祖栋,副总经理,1969,男,本科,000010
王云杰,副总经理,1981,男,本科,000010
郭为星,副总经理,1972,男, ,000010
高仁金,副总经理,1973,男, ,000010
李卉,财务总监,1984,男,本科,000010
陈玉刚,董事长,1957,男,硕士及研究生,000011
魏志,"总经理,董事",1957,男,本科,000011
文利,董事,1969,女,硕士及研究生,000011
刘光新,董事,1958,男,大专及其他,000011
郭立威,董事,1973,男,硕士及研究生,000011
张琦,独立董事,1978,男,博士研究生,000011
李建新,独立董事,1954,男,本科,000011
袁鸿昌,独立董事,1971,男,EMBA,000011
戴先华,监事会主席,1962,男,博士研究生,000011
王秀颜,监事,1962,女,硕士及研究生,000011
张满华,监事,1975,男,硕士及研究生,000011
张戈坚,职工监事,1975,男,硕士及研究生,000011
王秋平,职工监事,1970,女,本科,000011
王航军,"副总经理,财务负责人",1966,男,硕士及研究生,000011
范维平,"副总经理,董秘",1965,男,硕士及研究生,000011
邓绍武,财务总监,1978,男,本科,000011
陈琳,董事长,1972,女,硕士及研究生,000012
王健,副董事长,1964,男, ,000012
潘永红,"首席执行官(CEO),董事",1969,男,硕士及研究生,000012
程细宝,董事,1982,女,本科,000012
张金顺,董事,1965,男,博士研究生,000012
叶伟青,董事,1972,女,硕士及研究生,000012
朱桂龙,独立董事,1964,男,博士研究生,000012
詹伟哉,独立董事,1964,男,博士研究生,000012
靳庆军,独立董事,1957,男,硕士及研究生,000012
张宛东,监事会主席,1969,女,本科,000012
李新军,监事,1968,男,硕士及研究生,000012
赵鹏,职工监事,1962,男,博士研究生,000012
卢文辉,常务副总裁,1963,男,本科,000012
李卫南,副总裁,1962,男,硕士及研究生,000012
杨昕宇,董秘,1980,男,博士研究生,000012
陈勇,董事长,1970,男,硕士及研究生,000014
温毅,"总经理,董事",1962,男,硕士及研究生,000014
刘标,董事,1973,男,博士研究生,000014
张选昭,董事,1966,男,硕士及研究生,000014
刘世超,董事,1971,男,本科,000014
董方,董事,1973,男,硕士及研究生,000014
王苏生,独立董事,1969,男,博士研究生,000014
陈治民,独立董事,1963,男,硕士及研究生,000014
熊楚熊,独立董事,1955,男,博士研究生,000014
李永德,监事会主席,1959,男,硕士及研究生,000014
张仲文,监事,1970,男,硕士及研究生,000014
陈瑜,职工监事,1972,女,大专及其他,000014
赵忠,副总经理,1972,男,硕士及研究生,000014
徐美平,副总经理,1963,男,硕士及研究生,000014
赖育明,副总经理,1966,男,硕士及研究生,000014
熊跃华,副总经理,1962,男,本科,000014
王凡,董秘,1972,男,硕士及研究生,000014
刘凤喜,董事局主席,1972,男,硕士及研究生,000016
何海滨,董事,1974,男,硕士及研究生,000016
靳庆军,董事,1957,男,硕士及研究生,000016
张靖,董事,1982,男,硕士及研究生,000016
张述华,独立董事,1965,男,本科,000016
孙盛典,独立董事,1955,男,博士研究生,000016
肖祖核,独立董事,1966,男,EMBA,000016
郝刚,监事会主席,1973,男,本科,000016
王友来,监事,1961,男,博士研究生,000016
李君,职工监事,1971,男,本科,000016
周彬,总裁,1979,男,本科,000016
何建军,副总裁,1969,男,本科,000016
孙清岩,副总裁,1972,男,博士研究生,000016
曹士平,副总裁,1978,男,硕士及研究生,000016
杨波,副总裁,1970,男,硕士及研究生,000016
李宏韬,副总裁,1968,男,本科,000016
吴勇军,董秘,1975,男,硕士及研究生,000016
李春雷,财务总监,1973,男,硕士及研究生,000016
李海,"总裁,董事长",1969,男,本科,000017
孙龙龙,"财务总监,董事,董秘",1973,男,本科,000017
杨奋勃,董事,1957,男,硕士及研究生,000017
姚正旺,董事,1975,男,本科,000017
曹方,董事,1974,男,硕士及研究生,000017
钟华,董事,1964,男,本科,000017
张志高,独立董事,1965,男,本科,000017
杨岚,独立董事,1969,女,硕士及研究生,000017
宋西顺,独立董事,1963,男,硕士及研究生,000017
李翔,监事会召集人, ,男,硕士及研究生,000017
郑钟焕,监事,1962,男,本科,000017
李加林,职工监事,1961,男,本科,000017
陈略,董事长,1970,男,EMBA,000018
李尔龙,"副总经理,副董事长",1975,男,硕士及研究生,000018
梁荣,"副总经理,副董事长",1969,男,EMBA,000018
胡永峰,董事,1962,男,EMBA,000018
王镭,董事,1963,男,EMBA,000018
张宇锋,独立董事,1963,男,硕士及研究生,000018
江崇光,独立董事,1975,男,博士研究生,000018
唐建新,独立董事,1965,男,博士研究生,000018
董炳根,监事会主席,1949,男,本科,000018
黄胜得,监事,1972,男,硕士及研究生,000018
吴晓明,职工监事,1980,男,本科,000018
田威,总经理,1958,男,本科,000018
汪哨骏,常务副总经理,1956,男,本科,000018
彭立志,副总经理,1968,男,硕士及研究生,000018
唐先勇,"副总经理,财务总监",1973,男,博士研究生,000018
崔红丽,副总经理,1972,女,本科,000018
杨春玲,董秘,1971,女,硕士及研究生,000018
郑煜曦,董事长,1962,男,硕士及研究生,000019
颜泽松,"总经理,董事",1970,男,本科,000019
李亦研,"董秘,副总经理,董事",1966,女,硕士及研究生,000019
刘征宇,董事,1970,男,硕士及研究生,000019
黄宇,董事,1974,男,硕士及研究生,000019
张国栋,董事,1962,男,硕士及研究生,000019
吴叔平,独立董事,1953,男,硕士及研究生,000019
范值清,独立董事,1949,男,硕士及研究生,000019
陈灿松,独立董事,1972,男,本科,000019
林红,监事会主席,1965,女,硕士及研究生,000019
李新建,监事,1972,男,本科,000019
罗龙新,职工监事,1961,男,本科,000019
姚晓鹏,副总经理,1968,男,本科,000019
李芳,副总经理,1974,女,硕士及研究生,000019
钱晓军,副总经理,1972,男,本科,000019
王志萍,财务总监,1971,女,本科,000019
李中秋,"总经理,董事长",1962,男,硕士及研究生,000020
张光柳,副董事长,1962,男,硕士及研究生,000020
杨斌,"财务总监,董事,董秘",1972,男,硕士及研究生,000020
张兆国,独立董事,1956,男,博士研究生,000020
李定安,独立董事,1945,男,硕士及研究生,000020
徐锦文,独立董事,1965,男,博士研究生,000020
黄雁波,监事会主席,1962,女,本科,000020
陈琴,监事,1986,女,本科,000020
耿曲,职工监事,1969,女,本科,000020
唐敢于,副总经理,1977,女,大专及其他,000020
谭文鋕,董事长,1948,男, ,000021
贾海英,副董事长,1968,女,本科,000021
郑国荣,"总裁,董事",1958,男,硕士及研究生,000021
陈朱江,"副总裁,董事",1967,男,硕士及研究生,000021
刘燕武,董事,1976,男,本科,000021
张峰,董事,1968,男,硕士及研究生,000021
庞大同,独立董事,1945,男,本科,000021
邱大梁,独立董事,1966,男,硕士及研究生,000021
谢韩珠,独立董事,1975,女,本科,000021
李兆明,监事会主席,1968,男,本科,000021
高慕群,监事,1973,女,本科,000021
才淦,职工监事,1972,女,硕士及研究生,000021
莫尚云,"副总裁,财务总监",1966,男,硕士及研究生,000021
于化荣,副总裁,1965,男,本科,000021
蔡立雄,副总裁,1963,男,硕士及研究生,000021
石界福,副总裁,1970,男,本科,000021
葛伟强,董秘,1963,男,硕士及研究生,000021
白景涛,董事长,1965,男,博士研究生,000022
周擎红,副董事长,1963,男,硕士及研究生,000022
刘彬,"总经理,董事",1969,男,硕士及研究生,000022
张建国,董事,1964,男,本科,000022
李玉彬,董事,1972,男,博士研究生,000022
吕胜洲,董事,1964,男,硕士及研究生,000022
袁宇辉,独立董事,1950,男,硕士及研究生,000022
李常青,独立董事,1968,男,博士研究生,000022
苏启云,独立董事,1964,男,博士研究生,000022
赵建莉,监事会主席,1963,女,硕士及研究生,000022
温翎,监事,1965,女,硕士及研究生,000022
孙力干,监事,1967,男,博士研究生,000022
倪克勤,职工监事,1965,女, ,000022
郑林伟,职工监事,1970,男,硕士及研究生,000022
林聪,副总经理,1959,男,本科,000022
王永立,"副总经理,董秘",1967,男,本科,000022
赵朝雄,副总经理,1965,男,硕士及研究生,000022
姚胜兰,财务总监,1966,女,硕士及研究生,000022
杨国富,董事长,1960,男, ,000023
展海波,"总经理,董事",1967,男,本科,000023
李新建,董事,1972,男,本科,000023
姜洪文,董事,1969,男,本科,000023
刘长有,"职工董事,副总经理",1966,男,本科,000023
程汉涛,独立董事,1968,男,本科,000023
沈险峰,独立董事,1969,男,本科,000023
梁融,独立董事,1981,男,本科,000023
黄孝仲,监事会主席,1956,男,硕士及研究生,000023
张淑芳,监事,1958,女,大专及其他,000023
范保光,监事,1968,男,本科,000023
吴海生,职工监事,1976,男,大专及其他,000023
王莉,职工监事,1968,女,本科,000023
石柱铭,副总经理,1972,男,本科,000023
侯剑,"副总经理,董秘",1970,女,硕士及研究生,000023
张慧,财务总监,1983,男,本科,000023
吕航,董事长,1961,男,硕士及研究生,000025
丁辉,"总经理,董事",1973,男,硕士及研究生,000025
张权勋,董事,1973,男,硕士及研究生,000025
陈耿森,董事,1972,男,本科,000025
俞磊,董事,1968,女,硕士及研究生,000025
李祥军,独立董事,1962,男,EMBA,000025
韦少辉,独立董事,1972,男,硕士及研究生,000025
纪辉彬,独立董事,1970,男,硕士及研究生,000025
陈华,监事会主席,1964,女,本科,000025
陈阳升,监事,1963,男,硕士及研究生,000025
富春龙,监事,1973,男,硕士及研究生,000025
李玉东,职工监事,1966,女,本科,000025
王蓓,职工监事,1981,女,本科,000025
李名,副总经理,1962,男,大专及其他,000025
冯宇,副总经理,1967,男,本科,000025
任永建,副总经理,1963,男,本科,000025
祁鹏,董秘,1973,男,硕士及研究生,000025
娄红,财务总监,1968,女,本科,000025
黄勇峰,董事长,1974,男,EMBA,000026
陈立彬,"总经理,董事",1964,男,EMBA,000026
肖章林,董事,1976,男,硕士及研究生,000026
王波,董事,1979,男,硕士及研究生,000026
付德斌,董事,1977,男,博士研究生,000026
汪名川,董事,1966,男,EMBA,000026
张宏光,独立董事,1956,男,本科,000026
王岩,独立董事,1957,男,硕士及研究生,000026
章顺文,独立董事,1966,男,硕士及研究生,000026
王宝瑛,监事会主席,1964,男,EMBA,000026
盛情,职工监事,1976,女,硕士及研究生,000026
王璟琦,职工监事,1980,男,硕士及研究生,000026
李明,副总经理,1973,男,EMBA,000026
刘晓明,副总经理,1971,男,EMBA,000026
卢炳强,副总经理,1961,男,本科,000026
潘波,副总经理,1976,男,EMBA,000026
陆万军,"副总经理,董秘",1967,男,EMBA,000026
陈卓,总会计师,1976,男,EMBA,000026
熊佩锦,董事长,1965,男,硕士及研究生,000027
黄历新,副董事长,1966,男,EMBA,000027
谷碧泉,副董事长,1957,男,大专及其他,000027
王平洋,"总经理,董事",1969,男,本科,000027
俞浩,"董事,财务总监",1973,女,硕士及研究生,000027
李明,董事,1969,男,硕士及研究生,000027
孟晶,董事,1965,女,硕士及研究生,000027
李平,独立董事,1959,男,硕士及研究生,000027
房向东,独立董事,1949,男,硕士及研究生,000027
刘东东,独立董事,1974,男,本科,000027
龙庆祥,监事会主席,1961,男,硕士及研究生,000027
李英辉,监事,1970,男,硕士及研究生,000027
崔伯山,监事,1959,男,硕士及研究生,000027
王文杰,监事,1970,男,本科,000027
王亚军,职工监事,1970,男,本科,000027
马凤鸣,职工监事,1962,女,硕士及研究生,000027
冯亚光,职工监事,1974,男,本科,000027
孙启云,副总经理,1954,男,本科,000027
张小东,副总经理,1964,男,硕士及研究生,000027
李英峰,副总经理,1969,男,本科,000027
郭志东,副总经理,1966,男,博士研究生,000027
秦士孝,副总经理,1963,男,硕士及研究生,000027
曹宏,副总经理,1962,男,硕士及研究生,000027
邵崇,董秘,1959,男,博士研究生,000027
赵祥智,总会计师,1958,男,本科,000027
刘勇,董事长,1969,男,博士研究生,000028
林兆雄,"总经理,董事",1967,男,EMBA,000028
姜修昌,董事,1964,男,本科,000028
李智明,董事,1962,男,大专及其他,000028
陈宏辉,独立董事,1971,男,博士研究生,000028
熊楚熊,独立董事,1955,男,博士研究生,000028
肖胜方,独立董事,1969,男,硕士及研究生,000028
吴壹建,监事会主席,1970,男,硕士及研究生,000028
刘静云,监事,1976,女,硕士及研究生,000028
王怀钦,职工监事,1958,男,大专及其他,000028
赵小川,副总经理,1963,男,本科,000028
林心养,副总经理,1964,男,本科,000028
陈常兵,"副总经理,董秘",1967,男,硕士及研究生,000028
林敏,副总经理,1964,男,硕士及研究生,000028
魏平孝,财务总监,1963,男,硕士及研究生,000028
周建国,董事长,1955,男,硕士及研究生,000029
陈茂政,"总经理,董事",1964,男,硕士及研究生,000029
张磊,"董事,财务总监",1968,男,硕士及研究生,000029
邓康诚,董事,1966,男,本科,000029
姜丽花,董事,1964,女,本科,000029
文利,董事,1969,女,硕士及研究生,000029
宋博通,独立董事,1968,男,博士研究生,000029
刘全民,独立董事, ,男,硕士及研究生,000029
章顺文,独立董事,1966,男,硕士及研究生,000029
庄泉,监事会主席, ,男, ,000029
王秀颜,监事,1962,女,硕士及研究生,000029
李雨霏,监事, ,女, ,000029
林军,职工监事, ,女,本科,000029
冯宏伟,职工监事,1971,男,本科,000029
魏捍平,副总经理,1966,女,硕士及研究生,000029
唐小平,副总经理,1970,男,硕士及研究生,000029
滕显友,副总经理,1957,男, ,000029
陈继,董秘,1972,男,本科,000029
张丕杰,董事长,1961,男,硕士及研究生,000030
张志新,副董事长,1968,男,硕士及研究生,000030
吴云星,董事,1958,男,硕士及研究生,000030
周晓峰,董事,1970,男,大专及其他,000030
王振勃,董事,1963,男,本科,000030
吴博达,独立董事,1950,男, ,000030
李晓,独立董事,1963,男,博士研究生,000030
朱文山,独立董事,1958,男,硕士及研究生,000030
于洪军,监事会主席,1958,男,本科,000030
赵立勋,监事,1978,男,本科,000030
李志勇,职工监事,1981,男,硕士及研究生,000030
甘先国,总经理,1964,男,硕士及研究生,000030
祖学忠,副总经理,1961,男,硕士及研究生,000030
王晓平,"副总经理,董秘",1963,男,硕士及研究生,000030
杜辛跃,副总经理,1960,男,硕士及研究生,000030
赵玉林,财务总监,1964,男,硕士及研究生,000030
周政,董事长,1963,男,硕士及研究生,000031
曹荣根,"总经理,董事",1963,男,本科,000031
李晋扬,"董事,常务副总经理",1969,男,硕士及研究生,000031
蒋超,董事,1958,男,EMBA,000031
贾鹏,董事,1960,男,本科,000031
曾宪锋,董事,1967,男,硕士及研究生,000031
王涌,独立董事,1968,男,博士研究生,000031
顾云昌,独立董事,1944,男,本科,000031
孟焰,独立董事,1955,男,博士研究生,000031
余福平,监事会主席,1960,男,硕士及研究生,000031
侯文荣,监事会副主席,1966,女,EMBA,000031
李柳宾,职工监事,1967,男,本科,000031
叶雄,副总经理,1968,男,硕士及研究生,000031
冯安静,副总经理,1966,男,本科,000031
张雪松,副总经理,1964,男,硕士及研究生,000031
宋冰心,"副总经理,董秘",1970,女,本科,000031
朱海彬,副总经理,1963,男,硕士及研究生,000031
张建国,财务总监,1966,男,硕士及研究生,000031
陈旭,名誉董事长,1962,男,硕士及研究生,000032
周剑,董事长,1972,男,硕士及研究生,000032
韦海东,副董事长,1968,男,本科,000032
曲惠民,副董事长,1963,男,本科,000032
徐效臣,"总经理,董事",1962,男,硕士及研究生,000032
吴海,董事,1966,男,硕士及研究生,000032
方泽南,董事,1965,男,博士研究生,000032
江小军,独立董事,1971,男,硕士及研究生,000032
宋晓风,独立董事,1965,男, ,000032
汪军民,独立董事,1964,男,博士研究生,000032
贺少琨,监事会主席,1980,男,本科,000032
邹志荣,监事会副主席,1976,男,硕士及研究生,000032
王平,监事,1974,女,本科,000032
姚远,职工监事,1981,男,硕士及研究生,000032
冯驰,职工监事,1969,女,本科,000032
李伟民,副总经理,1966,男,EMBA,000032
钟彦,董秘,1983,女,本科,000032
赵泉勇,财务总监,1977,男,硕士及研究生,000032
何兵,总工程师,1969,男,博士研究生,000032
郭为,"总裁(代),董事长",1963,男,硕士及研究生,000034
辛昕,"董事,财务总监",1976,女,本科,000034
王晓岩,董事,1960,男,硕士及研究生,000034
许军利,董事,1960,男,硕士及研究生,000034
侯松容,独立董事,1968,男,硕士及研究生,000034
张宏江,独立董事,1961,男,博士研究生,000034
张志强,独立董事,1964,男,博士研究生,000034
朱锦梅,独立董事,1969,女,本科,000034
张梅,监事会主席,1970,女,本科,000034
孙丹梅,监事,1978,女,硕士及研究生,000034
刘娇娇,职工监事,1985,女,硕士及研究生,000034
叶海强,副总裁,1973,男,本科,000034
张赐安,副总裁,1973,男,本科,000034
李岩,副总裁,1973,女,硕士及研究生,000034
韩玉华,副总裁,1967,女,本科,000034
周立达,副总裁,1968,男,大专及其他,000034
王继业,董秘,1966,女,硕士及研究生,000034
严圣军,董事长,1968,男,博士研究生,000035
曹德标,"总裁,董事",1966,男,硕士及研究生,000035
茅洪菊,"副总裁,董事",1968,女,大专及其他,000035
费晓枫,董事,1977,男,硕士及研究生,000035
洪剑峭,独立董事,1966,男,博士研究生,000035
俞汉青,独立董事,1966,男,博士研究生,000035
赵亚娟,独立董事,1977,女,博士研究生,000035
刘兰英,监事会主席,1973,女,本科,000035
丁坤民,监事,1968,男,本科,000035
陆昌伯,职工监事,1967,男,本科,000035
陈国裕,副总裁,1960,男,EMBA,000035
郭峰伟,副总裁,1981,男,硕士及研究生,000035
景兴东,副总裁,1965,男,大专及其他,000035
陆平,副总裁,1971,男,本科,000035
陈竹,副总裁,1970,男,本科,000035
高清,副总裁,1965,男,硕士及研究生,000035
程健,"副总裁,董秘",1978,男,本科,000035
张建民,财务总监,1968,男,硕士及研究生,000035
董炳根,董事长,1949,男,本科,000036
胡永峰,副董事长,1962,男,本科,000036
丁跃,副董事长,1958,男,本科,000036
李云,"总经理,董事",1965,女,硕士及研究生,000036
范炼,董事,1948,女,大专及其他,000036
张梅,董事,1976,女,硕士及研究生,000036
倪苏俏,董事,1982,女,本科,000036
朱力,独立董事,1955,女,硕士及研究生,000036
刘战红,独立董事,1964,女,硕士及研究生,000036
刘秀焰,独立董事,1971,女,硕士及研究生,000036
张淼洪,独立董事,1950,男,大专及其他,000036
黄小萍,监事会召集人,1957,女,大专及其他,000036
魏丹,监事,1963,女,本科,000036
陈小佳,职工监事,1966,女,本科,000036
黄欣,副总经理,1964,男,大专及其他,000036
陈善民,副总经理,1964,男,本科,000036
苏秦,"副总经理,财务负责人",1964,男,本科,000036
孔庆富,"副总经理,董秘",1967,男,大专及其他,000036
李新威,董事长,1965,男,硕士及研究生,000037
李洪生,副董事长,1963,男,硕士及研究生,000037
陈玉辉,"总经理,董事",1965,男,硕士及研究生,000037
巫国文,"董事,常务副总经理",1965,男,本科,000037
强文桥,董事,1969,男,硕士及研究生,000037
于春玲,董事,1965,女,硕士及研究生,000037
莫建民,独立董事,1966,男,本科,000037
廖南钢,独立董事,1970,男,本科,000037
陈泽桐,独立董事,1970,男,博士研究生,000037
叶启良,监事会主席,1963,男,大专及其他,000037
熊庆胜,监事,1973,男,硕士及研究生,000037
潘沙,监事,1972,女,本科,000037
彭勃,职工监事,1973,男,硕士及研究生,000037
梁建强,职工监事,1968,男,本科,000037
张杰,"副总经理,董秘",1968,女,硕士及研究生,000037
林青,副总经理,1964,女,硕士及研究生,000037
戴锡机,财务总监,1969,男,本科,000037
郝亮,"董事长,董秘",1971,男,硕士及研究生,000038
王大永,"副总经理,董事",1975,男,本科,000038
曹建发,"副总经理,董事",1975,男, ,000038
夏东明,董事,1966,男,本科,000038
于秀庆,董事,1977,男,本科,000038
赵息,独立董事,1955,女,硕士及研究生,000038
皇甫晓涛,独立董事,1959,男,博士研究生,000038
张世兴,独立董事,1961,男, ,000038
缪鹏,监事长,1972,男,本科,000038
董国平,监事,1979,男,硕士及研究生,000038
牛超,职工监事,1982,男,硕士及研究生,000038
马炬,总经理,1968,男,硕士及研究生,000038
李建立,财务总监,1982,男,硕士及研究生,000038
王宏,董事长,1962,男,博士研究生,000039
王宇航,副董事长,1961,男,本科,000039
麦伯良,"董事,总裁,首席执行官",1959,男,本科,000039
刘冲,董事,1970,男,本科,000039
胡贤甫,董事,1969,男,硕士及研究生,000039
王桂埙,独立董事,1951,男,本科,000039
潘正启,独立董事,1953,男,硕士及研究生,000039
潘承伟,独立董事,1946,男,大专及其他,000039
张铭文,监事长,1978,男,硕士及研究生,000039
王洪源,监事,1975,男,硕士及研究生,000039
熊波,职工监事,1959,男,大专及其他,000039
吴发沛,副总裁,1958,男,硕士及研究生,000039
刘学斌,副总裁,1959,男,本科,000039
李胤辉,副总裁,1967,男,博士研究生,000039
于亚,副总裁,1956,男,硕士及研究生,000039
高翔,副总裁,1966,男,本科,000039
张宝清,副总裁,1957,男,本科,000039
赵庆生,副总裁, ,男,本科,000039
于玉群,董秘,1966,男,硕士及研究生,000039
曾邗,财务经理,1975,男,硕士及研究生,000039
朱胜利,"总经理,董事长",1970,男,硕士及研究生,000040
陈泰泉,董事,1963,男,硕士及研究生,000040
邓新贵,"副总经理,董事",1964,男,本科,000040
柏志伟,"董秘,副总经理,董事",1982,女,硕士及研究生,000040
