2008-01-22,宋芳,400,--,7.60,董事,为宋孝刚子女,二级市场买卖,000005
2008-01-08,雍海宏,-8700,--,7.44,监事,为雍正峰兄弟姐妹,二级市场买卖,000005
2017-07-19,赵俊伟,-20000,--,8.14,董事,为赵宏伟兄弟姐妹,竞价交易,000006
2016-11-08,漆艳平,-9500,--,10.12,监事,为朱大华配偶,竞价交易,000006
2016-11-07,漆艳平,9500,--,10.12,监事,为朱大华配偶,竞价交易,000006
2015-07-02,廖锦梅,5000,5000,12.88,独立董事,为廖耀雄兄弟姐妹,竞价交易,000006
2014-11-17,于孝儒,-100,--,6.23,董事、高管,为于冰父母,竞价交易,000006
2014-11-13,罗力,-100000,2858310,6.47,董事,为本人,竞价交易,000006
2014-10-31,于孝儒,100,100,6.40,董事、高管,为于冰父母,竞价交易,000006
2014-09-10,李永明,-328439,4885318,5.55,董事,为本人,竞价交易,000006
2014-09-09,李永明,-500000,5213757,5.56,董事,为本人,竞价交易,000006
2014-09-01,彭庆伟,-54086,162258,5.40,董秘,为本人,竞价交易,000006
2013-07-04,深圳市源亨信投资有限公司,30300,349394,14.73,董事,为练卫飞受控法人,竞价交易,000007
2013-07-02,深圳市源亨信投资有限公司,319094,319094,14.26,董事,为练卫飞受控法人,竞价交易,000007
2012-12-18,刘彩荣,12200,67600,12.66,--,其他组织,竞价交易,000007
2012-12-07,刘滔,60000,73997,12.78,董事、高管,为本人,竞价交易,000007
2012-12-05,刘彩荣,25400,25400,12.48,--,其他组织,竞价交易,000007
2012-12-05,刘滔,13997,13997,12.80,董事、高管,为本人,竞价交易,000007
2012-12-04,戴光,78700,78700,12.57,--,为本人,竞价交易,000007
2012-11-30,叶健勇,104300,104300,12.45,董事,为本人,竞价交易,000007
2018-01-24,王志全,11111111,203690850,9.00,董事,为本人,大宗交易,000008
2017-08-21,王为群,3000,--,8.20,高管,为王利群兄弟姐妹,竞价交易,000008
2016-09-20,王为群,-5400,--,9.12,高管,为王利群兄弟姐妹,竞价交易,000008
2016-06-20,王志全,-25000000,192579739,11.00,董秘、董事,为本人,大宗交易,000008
2016-06-17,王志全,-13000000,217579739,11.67,董秘、董事,为本人,大宗交易,000008
2015-11-25,王志全,180000,230579739,13.13,董事,为本人,竞价交易,000008
2015-11-24,王志全,600000,230399739,12.74,董事,为本人,竞价交易,000008
2015-07-03,刘杰,-500,--,26.70,证券事务代表,为陈文河配偶,竞价交易,000008
2015-07-02,刘杰,500,500,28.50,证券事务代表,为陈文河配偶,竞价交易,000008
2014-10-08,魏立东,-10000,--,15.90,董事,为赖伟强配偶,竞价交易,000008
2018-01-11,陈政立,100000,857774,7.06,董事、高管,为本人,竞价交易,000009
2017-12-21,陈政立,100000,757774,7.13,董事、高管,为本人,竞价交易,000009
2017-12-05,陈政立,100000,657774,7.30,董事、高管,为本人,竞价交易,000009
2017-11-17,陈政立,100000,557774,7.59,董事、高管,为本人,竞价交易,000009
2017-09-21,杨占元,-4800,--,9.56,董事,为杨璐父母,竞价交易,000009
2017-09-13,杨占元,4800,--,9.48,董事,为杨璐父母,竞价交易,000009
2017-05-23,陈政立,150000,457774,7.32,董事、高管,为本人,竞价交易,000009
2016-07-29,张津源,-6750,--,10.06,高管,为张渠子女,竞价交易,000009
2016-07-25,成广生,-10000,--,11.75,监事,为曾丽桃配偶,竞价交易,000009
2016-03-07,贺德华,-50000,984284,12.36,高管,为本人,竞价交易,000009
2017-11-03,高仁忠,-2000,--,5.84,高管,为高仁金兄弟姐妹,竞价交易,000010
2017-11-02,高仁忠,2000,--,5.86,高管,为高仁金兄弟姐妹,竞价交易,000010
2015-07-13,唐晓红,-600,--,10.51,高管,为李子鹏配偶,竞价交易,000011
2015-07-10,唐晓红,600,600,9.56,高管,为李子鹏配偶,竞价交易,000011
2013-02-01,董丽馥,-5100,--,7.30,高管,为李子鹏父母,竞价交易,000011
2013-02-01,李燄,-32864,--,7.30,高管,为李子鹏父母,竞价交易,000011
2013-01-07,董丽馥,5100,5100,7.06,高管,为李子鹏父母,竞价交易,000011
2013-01-07,李燄,8400,32864,6.99,高管,为李子鹏父母,竞价交易,000011
2010-11-15,陈玉斌,-46400,--,7.81,董事,为陈玉刚兄弟姐妹,竞价交易,000011
2010-11-12,陈玉斌,46400,--,8.07,董事,为陈玉刚兄弟姐妹,竞价交易,000011
2009-10-13,贾迎岚,-10000,--,14.45,高管,为王航军配偶,竞价交易,000011
2008-04-29,吴中兴,6000,--,6.61,董事,为文利配偶,二级市场买卖,000011
2017-06-07,吴宁,-117900,--,5.20,高管,为卢文辉配偶,竞价交易,000012
2017-05-23,潘永明,300,--,8.80,董事、高管,为潘永红兄弟姐妹,竞价交易,000012
2017-01-16,鄢文斗,20000,20000,10.95,监事,为本人,竞价交易,000012
2015-04-28,李涛,2000,2000,14.81,证券事务代表,为本人,竞价交易,000012
2015-01-05,丁九如,-218000,1156375,9.00,高管,为本人,竞价交易,000012
2015-01-05,张姮,2900,27050,5.74,高管,为张柏忠配偶,竞价交易,000012
2015-01-05,张柏忠,7300,103000,5.75,高管,为本人,竞价交易,000012
2013-12-04,李涛,-53400,--,9.09,证券事务代表,为本人,竞价交易,000012
2011-12-09,丁九如,-70000,1464375,9.50,高管,为本人,竞价交易,000012
2011-11-08,王健翔,-3600,--,12.37,董事,为王天广兄弟姐妹,竞价交易,000012
2017-04-11,赖育琴,300,--,17.80,高管,为赖育明兄弟姐妹,竞价交易,000014
2017-03-15,赖育琴,-10000,--,18.69,高管,为赖育明兄弟姐妹,竞价交易,000014
2016-12-30,刘开瑛,-2000,--,20.75,董事,为刘泰康父母,竞价交易,000014
2016-12-29,刘开瑛,2000,--,20.75,董事,为刘泰康父母,竞价交易,000014
2016-11-08,许攀,200,--,22.25,监事,为许志忠子女,竞价交易,000014
2015-07-14,范值清,2300,2300,17.68,独立董事,为本人,竞价交易,000014
2014-12-17,范旭华,-2000,--,16.06,独立董事,为范值清兄弟姐妹,竞价交易,000014
2014-12-08,范旭华,2000,2000,16.24,独立董事,为范值清兄弟姐妹,竞价交易,000014
2012-04-17,施忠英,-30000,--,8.70,董事、高管,为陈勇父母,竞价交易,000014
2011-01-19,王凡,-949,--,8.74,高管,为本人,竞价交易,000014
2015-11-02,张林锋,-44000,--,6.49,监事,为张光辉子女,竞价交易,000016
2009-07-21,霍巍,-2000,--,5.21,董事,为霍军兄弟姐妹,竞价交易,000016
2009-07-20,霍巍,2000,--,5.20,董事,为霍军兄弟姐妹,竞价交易,000016
2017-05-08,郑钟焕,-1000,5276,9.54,监事,为本人,竞价交易,000017
2015-05-15,郑钟焕,-2000,6276,16.81,监事,为本人,竞价交易,000017
2014-11-13,崔红霞,-424,424,3.93,证券事务代表,为本人,竞价交易,000017
2014-03-27,郑钟焕,-2700,8276,6.37,监事,为本人,竞价交易,000017
2011-04-12,罗桂梅,-1000,--,6.69,董事,为罗桂友兄弟姐妹,竞价交易,000017
2011-04-07,罗桂梅,1000,--,6.18,董事,为罗桂友兄弟姐妹,竞价交易,000017
2010-09-28,张亚辉,-6800,--,6.35,监事,为萧彦配偶,竞价交易,000017
2010-03-18,郑钟焕,-3977,11930,8.64,监事,为本人,竞价交易,000017
2008-01-02,蓝立军,-800,--,3.00,监事,为蓝启华子女,二级市场买卖,000017
2007-09-25,蓝立军,-1900,--,4.26,监事,为蓝启华子女,二级市场买卖,000017
2018-01-03,梁荣,300,801300,6.19,董事、高管,为本人,竞价交易,000018
2018-01-02,梁荣,801000,801000,6.24,董事、高管,为本人,竞价交易,000018
2017-12-29,李尔龙,814000,825400,6.15,董事、高管,为本人,竞价交易,000018
2017-12-11,杨春玲,26000,61500,6.99,董秘,为本人,竞价交易,000018
2017-11-06,陈兰,10000,--,7.16,高管,为汪哨骏配偶,竞价交易,000018
2017-05-09,杨春玲,35500,35500,8.60,董秘,为本人,竞价交易,000018
2017-01-11,陈略,510000,583454556,9.85,董事、高管,为本人,竞价交易,000018
2016-12-16,王镭,10000000,13356984,10.37,董事,为本人,大宗交易,000018
2016-12-12,青海合一矿业有限公司,3356984,--,10.20,董事,为王镭受控法人,大宗交易,000018
2016-03-24,华联发展集团有限公司,-314700,--,50.61,董事,为胡永峰受控法人,竞价交易,000018
2016-12-22,高少双,-4650,--,17.55,独立董事,为陈灿松配偶,竞价交易,000019
2016-10-11,范值清,3600,3600,18.50,独立董事,为本人,竞价交易,000019
2015-11-13,高少双,3100,--,20.14,独立董事,为陈灿松配偶,竞价交易,000019
2015-07-30,颜泽松,13100,43100,12.09,高管、董事,为本人,竞价交易,000019
2015-07-29,姚晓鹏,700,26900,11.25,高管,为本人,竞价交易,000019
2015-07-29,李芳,100,24100,11.10,高管,为本人,竞价交易,000019
2015-07-28,颜泽松,18000,30000,11.00,高管、董事,为本人,竞价交易,000019
2015-07-28,李亦研,5000,25000,11.15,董秘、高管,为本人,竞价交易,000019
2015-07-28,姚晓鹏,26200,26200,11.30,高管,为本人,竞价交易,000019
2015-07-28,王志萍,7000,17000,11.18,高管,为本人,竞价交易,000019
2018-02-12,黄剑波,800,--,10.39,监事,为黄雁波兄弟姐妹,竞价交易,000020
2017-01-04,黄剑波,2000,--,22.58,监事,为黄雁波兄弟姐妹,竞价交易,000020
2015-07-21,张平波,-500,--,20.45,高管,为唐敢于配偶,竞价交易,000020
2015-07-20,张平波,500,500,19.53,高管,为唐敢于配偶,竞价交易,000020
2009-08-05,付东梅,4200,--,2.94,董事、高管,为傅延华配偶,竞价交易,000020
2017-06-30,才淦,30000,150000,8.59,监事,为本人,竞价交易,000021
2017-06-30,陈朱江,20000,150000,8.58,董事、副总裁,为本人,竞价交易,000021
2017-06-29,李丽杰,37000,60000,8.61,证券事务代表,为本人,竞价交易,000021
2017-06-29,陈朱江,20000,130000,8.56,董事、高管,为本人,竞价交易,000021
2017-06-29,才淦,50000,120000,8.63,监事,为本人,竞价交易,000021
2017-06-14,李丽杰,10000,23000,8.35,证券事务代表,为本人,竞价交易,000021
2017-05-26,李丽杰,6000,13000,8.24,证券事务代表,为本人,竞价交易,000021
2017-05-24,陈朱江,10000,110000,7.85,董事、高管,为本人,竞价交易,000021
2017-05-23,莫尚云,36000,116000,7.95,高管,为本人,竞价交易,000021
2017-05-23,陈朱江,30000,100000,7.94,董事、高管,为本人,竞价交易,000021
2017-08-03,聂琦,-563,1687,29.89,高管,为本人,竞价交易,000022
2016-10-28,聂琦,-750,2250,16.92,高管,为本人,竞价交易,000022
2016-03-08,聂琦,3000,3000,17.39,高管,为本人,竞价交易,000022
2016-03-07,林亦颖,13000,--,18.79,监事,为郑林伟配偶,竞价交易,000022
2016-02-26,林亦颖,-29900,--,15.87,监事,为郑林伟配偶,竞价交易,000022
2016-02-25,林亦颖,20000,--,17.66,监事,为郑林伟配偶,竞价交易,000022
2016-02-22,林亦颖,-20000,--,18.79,监事,为郑林伟配偶,竞价交易,000022
2016-02-19,林亦颖,20000,--,19.76,监事,为郑林伟配偶,竞价交易,000022
2015-01-06,吴灵慧,1000,2000,21.50,董事,为李玉彬配偶,竞价交易,000022
2015-01-05,吴灵慧,1000,1000,21.80,董事,为李玉彬配偶,竞价交易,000022
2015-08-07,深圳市投资控股有限公司,652500,1034400,20.87,董事,为严中宇受控法人,竞价交易,000023
2015-07-28,深圳市投资控股有限公司,381900,381900,21.48,董事,为严中宇受控法人,竞价交易,000023
2015-07-01,冯玉环,1600,1600,24.90,董事、高管,为李苏民配偶,竞价交易,000023
2015-06-15,深圳市投资控股有限公司,-28600,13756249,38.95,董事,为严中宇受控法人,竞价交易,000023
2015-06-12,深圳市投资控股有限公司,-39700,13784849,37.01,董事,为严中宇受控法人,竞价交易,000023
2015-06-11,深圳市投资控股有限公司,-153500,13824549,34.53,董事,为严中宇受控法人,竞价交易,000023
2015-06-10,深圳市投资控股有限公司,-209600,13978049,33.03,董事,为严中宇受控法人,竞价交易,000023
2015-06-09,深圳市投资控股有限公司,-269000,14187649,31.00,董事,为严中宇受控法人,竞价交易,000023
2015-06-08,深圳市投资控股有限公司,-200000,14456649,31.10,董事,为严中宇受控法人,竞价交易,000023
2015-06-04,深圳市投资控股有限公司,-100000,14656649,29.53,董事,为严中宇受控法人,竞价交易,000023
2016-05-04,深圳市特发集团有限公司,-1007701,--,67.76,监事,为栗淼受控法人,竞价交易,000025
2010-11-23,关秀琴,-2800,--,10.33,监事,为关志才兄弟姐妹,竞价交易,000025
2010-11-22,关秀琴,2800,--,10.55,监事,为关志才兄弟姐妹,竞价交易,000025
2009-06-25,刘鸿鹄,-200,--,9.22,董事,为刘鸿玲兄弟姐妹,竞价交易,000025
2009-06-23,刘鸿鹄,200,--,8.83,董事,为刘鸿玲兄弟姐妹,竞价交易,000025
2009-06-19,刘鸿鹄,-800,--,8.83,董事,为刘鸿玲兄弟姐妹,竞价交易,000025
2008-07-07,李学文,-500,--,6.01,董事,为李明俊父母,竞价交易,000025
2008-04-09,李学文,500,--,9.00,董事,为李明俊父母,二级市场买卖,000025
2008-02-28,张德纯,100,100,12.98,董事,为薛钢父母,二级市场买卖,000025
2007-05-22,李学文,-2300,--,13.48,董事,为李明俊父母,二级市场买卖,000025
2017-12-15,陆万军,9000,50000,10.78,董秘、高管,为本人,竞价交易,000026
2017-12-15,潘波,10000,50000,10.77,高管,为本人,竞价交易,000026
2017-12-15,刘晓明,49500,50000,10.80,高管,为本人,竞价交易,000026
2017-12-15,黄勇峰,66500,80000,10.80,董事,为本人,竞价交易,000026
2017-12-15,李明,19300,50040,10.81,高管,为本人,竞价交易,000026
2017-12-14,陆万军,41000,41000,10.67,董秘、高管,为本人,竞价交易,000026
2017-12-14,刘晓明,500,500,10.71,高管,为本人,竞价交易,000026
2017-12-14,潘波,40000,40000,10.74,高管,为本人,竞价交易,000026
2017-12-14,卢炳强,30000,96311,10.70,高管,为本人,竞价交易,000026
2017-12-14,陈卓,51000,51000,10.74,高管,为本人,竞价交易,000026
2015-12-14,郝荣华,10000,--,9.78,独立董事,为房向东配偶,竞价交易,000027
2009-11-12,陈旭升,-25600,--,13.50,董事,为陈敏生兄弟姐妹,竞价交易,000027
2009-10-30,陈旭升,3000,--,12.75,董事,为陈敏生兄弟姐妹,竞价交易,000027
2009-10-27,陈旭升,22600,--,12.52,董事,为陈敏生兄弟姐妹,竞价交易,000027
2009-10-26,陈旭升,-22600,--,12.63,董事,为陈敏生兄弟姐妹,竞价交易,000027
2009-10-13,陈旭升,22600,--,11.55,董事,为陈敏生兄弟姐妹,竞价交易,000027
2007-12-19,伍志远,-3200,--,23.44,监事,为伍志伟兄弟姐妹,二级市场买卖,000027
2007-12-19,伍志伟,-1126,3378,23.36,监事,为本人,二级市场买卖,000027
2007-05-25,张永强,-60700,--,19.06,高管,为张咏梅兄弟姐妹,二级市场买卖,000027
2007-05-24,张永强,30700,--,18.84,高管,为张咏梅兄弟姐妹,二级市场买卖,000027
2014-09-24,陈山俊,-600,--,53.68,董秘,为陈常兵兄弟姐妹,竞价交易,000028
2014-03-20,陈山俊,600,600,48.25,董秘,为陈常兵兄弟姐妹,竞价交易,000028
2013-01-29,陈常兵,-884,2651,36.96,董秘,为本人,竞价交易,000028
2012-05-24,陈常兵,-1179,3535,26.00,高管,为本人,竞价交易,000028
2010-07-12,王庆春,27000,--,25.40,董事,为彭娟配偶,竞价交易,000028
2010-07-09,王庆春,-10000,--,25.76,董事,为彭娟配偶,竞价交易,000028
2010-05-28,王庆春,-21000,--,31.33,董事,为彭娟配偶,竞价交易,000028
2010-04-28,陈常兵,-1572,4714,34.26,高管,为本人,竞价交易,000028
2009-11-11,王庆春,46000,--,24.12,董事,为彭娟配偶,竞价交易,000028
2009-11-02,付明卓,-500,--,24.49,董事,为付明仲兄弟姐妹,竞价交易,000028
2016-02-26,庄禾,2000,--,9.10,监事,为庄泉子女,竞价交易,000029
2016-02-25,庄禾,5000,--,9.95,监事,为庄泉子女,竞价交易,000029
2015-07-10,邱利华,5000,45382,8.47,董事,为周建国配偶,竞价交易,000029
2015-07-10,庄泉,80000,80000,8.00,监事,为本人,竞价交易,000029
2015-07-09,邱利华,40382,40382,7.87,董事,为周建国配偶,竞价交易,000029
2015-07-09,邓康诚,10000,10000,7.85,董事,为本人,竞价交易,000029
2015-05-18,王秀兰,10000,--,7.52,监事,为王秀颜兄弟姐妹,竞价交易,000029
2009-09-07,侯贵兰,3000,--,3.08,监事,为许振汉配偶,竞价交易,000029
2009-06-19,张桂凤,7700,--,5.16,董事,为宗德纯配偶,竞价交易,000029
2015-01-27,杨一平,-150000,3128126,9.45,高管,为本人,竞价交易,000030
2015-01-27,杜辛跃,-40000,3528126,9.33,高管,为本人,竞价交易,000030
2015-01-22,王晓平,-100000,672031,9.20,董秘,为本人,竞价交易,000030
2015-01-21,杜辛跃,-40000,3568126,9.25,高管,为本人,竞价交易,000030
2015-01-21,祖学忠,-100000,802032,9.10,高管,为本人,竞价交易,000030
2015-01-16,叶凡,-76101,6682188,8.76,董事、高管,为本人,竞价交易,000030
2015-01-15,叶凡,-301862,6758289,8.73,董事、高管,为本人,竞价交易,000030
2015-01-13,叶凡,-156100,7060151,8.70,董事、高管,为本人,竞价交易,000030
2015-01-13,甘先国,-80000,1002438,8.77,高管,为本人,竞价交易,000030
2015-01-06,杨一平,-100000,3278126,8.79,高管,为本人,竞价交易,000030
2015-06-17,曹荣根,-3839,11517,20.23,高管,为本人,竞价交易,000031
2015-06-11,董静,-163100,--,15.09,高管,为陆革配偶,竞价交易,000031
2015-06-10,董静,-369500,163100,15.20,高管,为陆革配偶,竞价交易,000031
2015-06-09,董静,-50000,532600,15.00,高管,为陆革配偶,竞价交易,000031
2015-06-08,顾晓乔,-2000,--,15.20,独立董事,为顾云昌子女,竞价交易,000031
2015-06-05,顾晓乔,2000,2000,12.99,独立董事,为顾云昌子女,竞价交易,000031
2010-01-05,曹荣根,-5119,15356,10.75,高管,为本人,竞价交易,000031
2009-06-04,曹荣根,-6825,20475,9.10,高管,为本人,竞价交易,000031
2009-06-03,曹荣根,27300,27300,9.16,高管,为本人,竞价交易,000031
2009-02-11,赖琴,-2000,--,6.54,监事,为陈瑜配偶,竞价交易,000031
2015-06-12,赵鑫,-100,--,29.35,监事,为赵奇子女,竞价交易,000032
2015-06-09,赵鑫,100,100,28.38,监事,为赵奇子女,竞价交易,000032
2013-11-20,娄春明,-7336,22008,9.17,董事、高管,为本人,竞价交易,000032
2012-12-26,娄春明,-9781,29344,7.29,董事、高管,为本人,竞价交易,000032
2007-05-15,王可,-900,--,10.95,董事,为杨淑雯子女,二级市场买卖,000032
2007-05-14,王可,900,--,11.18,董事,为杨淑雯子女,二级市场买卖,000032
2017-01-04,王新民,-100,--,22.50,董秘,为王继业兄弟姐妹,竞价交易,000034
2016-12-30,王新民,100,--,22.27,董秘,为王继业兄弟姐妹,竞价交易,000034
2015-09-10,林小浓,10000,10000,9.65,高管,为本人,竞价交易,000034
2011-01-12,梁侠,-1468,4403,8.02,高管,为本人,竞价交易,000034
2010-11-11,梁侠,-1958,5871,10.41,高管,为本人,竞价交易,000034
2008-02-15,梁侠,5600,5600,10.28,高管,为本人,二级市场买卖,000034
2007-09-06,毛龙,-1000,--,12.21,董事、高管,为华毛肃兄弟姐妹,二级市场买卖,000034
2007-08-29,毛龙,-1000,--,10.20,董事、高管,为华毛肃兄弟姐妹,二级市场买卖,000034
2007-06-14,毛龙,-1000,2000,9.63,董事、高管,为华毛肃兄弟姐妹,二级市场买卖,000034
2007-06-07,毛龙,2000,--,9.29,董事、高管,为华毛肃兄弟姐妹,二级市场买卖,000034
2015-08-25,严圣军,350000,46950614,12.46,董事,为本人,竞价交易,000035
2015-08-24,严圣军,2130000,46600614,13.86,董事,为本人,竞价交易,000035
2015-08-21,严圣军,520000,44470614,15.48,董事,为本人,竞价交易,000035
2015-07-22,张建华,1500,1500,19.62,高管,为张建民兄弟姐妹,竞价交易,000035
2009-03-26,苑立荣,-4500,--,4.06,董事,为杨少陵配偶,竞价交易,000035
2009-02-24,苑立荣,4500,--,4.06,董事,为杨少陵配偶,竞价交易,000035
2017-07-31,苏秦,-41900,398100,13.03,高管,为本人,竞价交易,000036
2017-07-31,沈华,-20000,140000,13.06,证券事务代表,为本人,竞价交易,000036
2017-07-31,张梅,-62600,437400,12.72,董事,为本人,竞价交易,000036
2017-07-31,李云,-100000,700000,12.96,董事、高管,为本人,竞价交易,000036
2017-07-31,孔庆富,-62600,437400,12.88,董秘、高管,为本人,竞价交易,000036
2017-07-31,丁跃,-125100,874900,13.09,董事,为本人,竞价交易,000036
2017-07-31,陈善民,-39400,435600,13.04,高管,为本人,竞价交易,000036
2017-07-31,范炼,-59400,415600,13.21,董事,为本人,竞价交易,000036
2017-07-31,倪苏俏,-30000,480000,13.20,董事,为本人,竞价交易,000036
2017-07-31,胡永峰,-20000,980000,13.11,董事,为本人,竞价交易,000036
2016-05-03,伍莉莉,-1100,--,11.56,董事、高管,为伍东向兄弟姐妹,竞价交易,000037
2016-04-29,伍莉莉,1100,--,11.36,董事、高管,为伍东向兄弟姐妹,竞价交易,000037
2015-08-11,刘淼,1000,2000,9.91,高管,为黄健配偶,竞价交易,000037
2015-08-10,刘淼,1000,1000,9.05,高管,为黄健配偶,竞价交易,000037
2015-07-09,高丽华,20000,20000,7.72,董事,为杨海贤配偶,竞价交易,000037
2015-06-18,高丽华,-15840,15840,10.08,董事,为杨海贤配偶,竞价交易,000037
2014-11-21,深圳国能国际商贸有限公司,-51053,32622507,6.12,董事,为杨文华受控法人,竞价交易,000037
2012-05-31,李淑兰,-104000,--,4.22,董事,为李洪生兄弟姐妹,竞价交易,000037
2011-10-13,李淑兰,3000,--,4.78,董事,为李洪生兄弟姐妹,竞价交易,000037
2011-08-17,李淑兰,100000,101000,5.64,董事,为李洪生兄弟姐妹,竞价交易,000037
2018-02-23,曹林芳,-1687460,--,18.65,董事,为曹建发配偶,竞价交易,000038
2018-02-13,曹林芳,-49000,--,19.03,董事,为曹建发配偶,竞价交易,000038
2018-01-25,曹林芳,-194700,--,20.04,董事、高管,为曹建发配偶,竞价交易,000038
2017-12-13,曹林芳,-60800,--,23.26,董事、高管,为曹建发配偶,竞价交易,000038
2017-12-11,曹林芳,-526040,--,23.47,董事、高管,为曹建发配偶,竞价交易,000038
2017-12-08,曹林芳,-460300,--,23.58,董事、高管,为曹建发配偶,竞价交易,000038
2017-12-07,曹林芳,-150000,--,22.22,董事、高管,为曹建发配偶,竞价交易,000038
2017-11-28,曹林芳,-40000,--,24.09,董事、高管,为曹建发配偶,竞价交易,000038
2017-11-27,曹林芳,-140100,--,24.18,董事、高管,为曹建发配偶,竞价交易,000038
2017-11-21,曹林芳,-407500,--,26.13,董事、高管,为曹建发配偶,竞价交易,000038
2017-01-06,王心九,-30000,120000,15.86,证券事务代表,为本人,竞价交易,000039
2017-01-04,刘学斌,-24000,72000,14.86,高管,为本人,竞价交易,000039
2016-07-18,刘学斌,-32000,96000,14.17,高管,为本人,竞价交易,000039
2015-05-27,曾北华,-62500,187500,29.64,高管,为本人,竞价交易,000039
2014-12-12,熊彦,-3500,--,22.82,监事,为熊波兄弟姐妹,竞价交易,000039
2014-12-11,熊彦,500,3500,22.30,监事,为熊波兄弟姐妹,竞价交易,000039
2014-12-10,熊彦,3000,3000,20.56,监事,为熊波兄弟姐妹,竞价交易,000039
2013-12-25,徐立新,-200,--,14.26,董事,为徐敏杰父母,竞价交易,000039
2013-12-11,徐立新,200,200,14.08,董事,为徐敏杰父母,竞价交易,000039
2012-04-25,窦春香,-12672,12672,11.15,高管,为张宝清配偶,竞价交易,000039
2015-06-05,李洞飚,10000,10000,19.90,高管,为李洞明兄弟姐妹,竞价交易,000040
2015-05-13,尤明丽,-700,--,10.60,监事,为尤明天兄弟姐妹,竞价交易,000040
2014-12-08,郎海,-400,--,5.43,高管,为陈汉忠配偶,竞价交易,000040
2013-07-16,罗子超,-900,--,4.19,高管,为罗伟光子女,竞价交易,000040
2013-02-26,颜曜堂,-3700,--,4.70,董事,为颜金辉子女,竞价交易,000040
2013-01-22,颜曜堂,3700,3700,5.00,董事,为颜金辉子女,竞价交易,000040
2012-12-31,颜彩香,-15900,90000,5.18,董事,为颜金辉兄弟姐妹,竞价交易,000040
2012-08-14,郎海,100,400,3.88,高管,为陈汉忠配偶,竞价交易,000040
2012-06-27,颜彩香,10000,105900,4.58,董事,为颜金辉兄弟姐妹,竞价交易,000040
2011-07-19,邱圣凯,-12500,37500,5.99,高管,为本人,竞价交易,000040
2017-06-05,刘继周,-7500,429700,18.63,高管,为本人,竞价交易,000042
2016-09-02,马晓凌,-4900,--,19.87,监事,为梁晓斌配偶,竞价交易,000042
2016-07-22,马晓凌,4900,--,17.22,监事,为梁晓斌配偶,竞价交易,000042
2016-01-19,马晓凌,-2300,--,17.40,监事,为梁晓斌配偶,竞价交易,000042
2016-01-18,马晓凌,2300,--,16.70,监事,为梁晓斌配偶,竞价交易,000042
